Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
653,5,2015-01-30,8497,644,1,1,0,0,4,3,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,30,5
654,5,2015-01-30,7707,774,1,1,0,0,3,1,6930.0,9.0,2006.0,0,0.0,0.0,None,2015,1,30,5
655,5,2015-01-30,12668,941,1,1,0,0,4,3,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
656,5,2015-01-30,4436,449,1,1,0,0,4,1,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,1,30,5
657,5,2015-01-30,10525,1050,1,1,0,0,3,3,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
658,5,2015-01-30,6581,598,1,1,0,0,4,3,520.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
659,5,2015-01-30,6361,716,1,1,0,0,4,1,1590.0,3.0,2012.0,0,0.0,0.0,None,2015,1,30,5
660,5,2015-01-30,6121,581,1,1,0,0,1,1,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
661,5,2015-01-30,9680,678,1,1,0,0,4,3,2140.0,7.0,2013.0,0,0.0,0.0,None,2015,1,30,5
662,5,2015-01-30,11512,946,1,1,0,0,4,1,1070.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
663,5,2015-01-30,6391,764,1,1,0,0,1,3,7860.0,5.0,2005.0,0,0.0,0.0,None,2015,1,30,5
664,5,2015-01-30,7402,753,1,1,0,0,4,3,1680.0,10.0,2005.0,0,0.0,0.0,None,2015,1,30,5
665,5,2015-01-30,9971,1529,1,1,0,0,1,1,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
666,5,2015-01-30,9024,812,1,1,0,0,3,3,2700.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,30,5
667,5,2015-01-30,11364,910,1,1,0,0,4,3,2870.0,9.0,2012.0,0,0.0,0.0,None,2015,1,30,5
668,5,2015-01-30,11753,1340,1,1,0,0,3,1,1270.0,9.0,2010.0,0,0.0,0.0,None,2015,1,30,5
669,5,2015-01-30,5440,458,1,1,0,0,4,1,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,30,5
670,5,2015-01-30,8327,760,1,1,0,0,1,1,2060.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,30,5
671,5,2015-01-30,7085,673,1,1,0,0,1,3,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2015,1,30,5
672,5,2015-01-30,8143,1224,1,1,0,0,3,1,240.0,9.0,2002.0,0,0.0,0.0,None,2015,1,30,5
673,5,2015-01-30,8831,660,1,1,0,0,4,3,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
674,5,2015-01-30,11173,1295,1,1,0,0,1,1,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
675,5,2015-01-30,4030,405,1,1,0,0,1,1,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
676,5,2015-01-30,9556,1951,1,1,0,0,2,2,1410.0,9.0,2008.0,0,0.0,0.0,None,2015,1,30,5
677,5,2015-01-30,9367,621,1,1,0,0,4,1,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,30,5
678,5,2015-01-30,10493,1050,1,1,0,0,3,1,3250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
679,5,2015-01-30,10974,1125,1,1,0,0,1,1,4140.0,9.0,2012.0,0,0.0,0.0,None,2015,1,30,5
680,5,2015-01-30,7581,979,1,1,0,0,3,1,170.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,1,30,5
681,5,2015-01-30,4274,554,1,1,0,0,1,3,620.0,0.0,0.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,30,5
682,5,2015-01-30,14808,2130,1,1,0,0,2,1,150.0,9.0,2006.0,0,0.0,0.0,None,2015,1,30,5
683,5,2015-01-30,10078,922,1,1,0,0,1,1,2850.0,7.0,2014.0,0,0.0,0.0,None,2015,1,30,5
684,5,2015-01-30,9500,682,1,1,0,0,4,3,680.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5
685,5,2015-01-30,6910,630,1,1,0,0,1,1,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
686,5,2015-01-30,7454,853,1,1,0,0,1,1,20050.0,4.0,2002.0,0,0.0,0.0,None,2015,1,30,5
687,5,2015-01-30,10682,824,1,1,0,0,4,3,2770.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
688,5,2015-01-30,4590,437,1,1,0,0,1,1,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
689,5,2015-01-30,8092,823,1,1,0,0,4,1,15040.0,10.0,2004.0,0,0.0,0.0,None,2015,1,30,5
690,5,2015-01-30,6813,919,1,1,0,0,1,1,100.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
691,5,2015-01-30,10915,713,1,1,0,0,4,3,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
692,5,2015-01-30,5281,670,1,1,0,0,1,1,40.0,8.0,2001.0,0,0.0,0.0,None,2015,1,30,5
693,5,2015-01-30,8591,603,1,1,0,0,4,1,450.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
694,5,2015-01-30,8863,787,1,1,0,0,1,3,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
695,5,2015-01-30,7276,641,1,1,0,0,1,1,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5
696,5,2015-01-30,9800,1207,1,1,0,0,1,3,430.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
697,5,2015-01-30,13949,1139,1,1,0,0,4,1,3780.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
698,5,2015-01-30,19602,2156,1,1,0,0,1,1,1790.0,5.0,2011.0,0,0.0,0.0,None,2015,1,30,5
700,5,2015-01-30,5346,609,1,1,0,0,1,3,830.0,0.0,0.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,30,5
701,5,2015-01-30,6962,683,1,1,0,0,4,1,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
702,5,2015-01-30,5998,430,1,1,0,0,1,1,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,30,5
703,5,2015-01-30,3688,406,1,1,0,0,1,1,80.0,6.0,2005.0,0,0.0,0.0,None,2015,1,30,5
704,5,2015-01-30,12866,1262,1,1,0,0,4,3,1910.0,4.0,2009.0,0,0.0,0.0,None,2015,1,30,5
705,5,2015-01-30,10435,1091,1,1,0,0,1,1,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,1,30,5
706,5,2015-01-30,6872,549,1,1,0,0,4,1,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,30,5
707,5,2015-01-30,12255,1218,1,1,0,0,1,3,2900.0,7.0,1990.0,0,0.0,0.0,None,2015,1,30,5
708,5,2015-01-30,6876,630,1,1,0,0,3,3,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
709,5,2015-01-30,10264,1319,1,1,0,0,1,1,500.0,12.0,2010.0,0,0.0,0.0,None,2015,1,30,5
710,5,2015-01-30,5938,444,1,1,0,0,4,1,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
711,5,2015-01-30,8398,575,1,1,0,0,4,1,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",2015,1,30,5
712,5,2015-01-30,6952,611,1,1,0,0,1,1,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
713,5,2015-01-30,9976,1113,1,1,0,0,1,3,220.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
714,5,2015-01-30,5645,379,1,1,0,0,4,3,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,30,5
715,5,2015-01-30,7875,804,1,1,0,0,1,1,14810.0,6.0,2014.0,0,0.0,0.0,None,2015,1,30,5
716,5,2015-01-30,6326,465,1,1,0,0,4,1,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
717,5,2015-01-30,8246,696,1,1,0,0,4,3,310.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
718,5,2015-01-30,9222,936,1,1,0,0,1,1,1100.0,6.0,2015.0,0,0.0,0.0,None,2015,1,30,5
719,5,2015-01-30,6349,512,1,1,0,0,3,3,8190.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,30,5
720,5,2015-01-30,10511,909,1,1,0,0,1,3,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
721,5,2015-01-30,10273,902,1,1,0,0,1,3,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,1,30,5
722,5,2015-01-30,11384,1646,1,1,0,0,1,1,50.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
723,5,2015-01-30,12036,821,1,1,0,0,4,3,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
724,5,2015-01-30,8218,764,1,1,0,0,4,3,5900.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
725,5,2015-01-30,6996,660,1,1,0,0,4,3,17540.0,6.0,2012.0,0,0.0,0.0,None,2015,1,30,5
726,5,2015-01-30,14519,1290,1,1,0,0,1,3,40540.0,2.0,2002.0,0,0.0,0.0,None,2015,1,30,5
727,5,2015-01-30,5490,507,1,1,0,0,1,1,2050.0,3.0,2007.0,0,0.0,0.0,None,2015,1,30,5
728,5,2015-01-30,5807,433,1,1,0,0,4,1,13990.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
729,5,2015-01-30,14212,1302,1,1,0,0,3,3,8980.0,6.0,2011.0,0,0.0,0.0,None,2015,1,30,5
730,5,2015-01-30,8938,1024,1,1,0,0,3,1,1190.0,9.0,2013.0,0,0.0,0.0,None,2015,1,30,5
731,5,2015-01-30,11725,1086,1,1,0,0,1,1,15270.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
732,5,2015-01-30,5452,567,1,1,0,0,1,3,35280.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
733,5,2015-01-30,17015,3627,1,1,0,0,2,2,860.0,10.0,1999.0,0,0.0,0.0,None,2015,1,30,5
734,5,2015-01-30,7667,671,1,1,0,0,1,1,220.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,30,5
735,5,2015-01-30,7318,678,1,1,0,0,4,3,1920.0,4.0,2005.0,0,0.0,0.0,None,2015,1,30,5
736,5,2015-01-30,6211,556,1,1,0,0,3,3,1650.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
737,5,2015-01-30,8123,1098,1,1,0,0,1,1,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,30,5
738,5,2015-01-30,10045,716,1,1,0,0,4,3,5980.0,10.0,2005.0,0,0.0,0.0,None,2015,1,30,5
739,5,2015-01-30,12226,874,1,1,0,0,4,3,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
740,5,2015-01-30,8997,604,1,1,0,0,4,1,6400.0,3.0,2014.0,0,0.0,0.0,None,2015,1,30,5
741,5,2015-01-30,10669,1125,1,1,0,0,4,3,11900.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
742,5,2015-01-30,9798,947,1,1,0,0,4,3,4380.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
743,5,2015-01-30,4774,479,1,1,0,0,1,1,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5
744,5,2015-01-30,8147,769,1,1,0,0,1,1,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
745,5,2015-01-30,8897,774,1,1,0,0,1,1,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
746,5,2015-01-30,8410,631,1,1,0,0,4,3,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,30,5
747,5,2015-01-30,10473,821,1,1,0,0,3,3,45740.0,8.0,2008.0,0,0.0,0.0,None,2015,1,30,5
748,5,2015-01-30,7839,628,1,1,0,0,4,1,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
749,5,2015-01-30,6217,750,1,1,0,0,1,1,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,30,5
750,5,2015-01-30,5735,462,1,1,0,0,4,1,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
751,5,2015-01-30,4840,623,1,1,0,0,1,1,650.0,10.0,2006.0,0,0.0,0.0,None,2015,1,30,5
752,5,2015-01-30,7963,597,1,1,0,0,1,1,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
753,5,2015-01-30,10512,822,1,1,0,0,4,3,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,1,30,5
754,5,2015-01-30,8919,985,1,1,0,0,3,3,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,30,5
755,5,2015-01-30,13003,1037,1,1,0,0,4,3,13130.0,12.0,2003.0,0,0.0,0.0,None,2015,1,30,5
756,5,2015-01-30,20363,2531,1,1,0,0,1,3,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
757,5,2015-01-30,7233,576,1,1,0,0,1,3,3450.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
758,5,2015-01-30,6008,705,1,1,0,0,1,3,19780.0,6.0,2008.0,0,0.0,0.0,None,2015,1,30,5
759,5,2015-01-30,11526,1018,1,1,0,0,1,1,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
760,5,2015-01-30,7572,1130,1,1,0,0,1,1,560.0,1.0,2011.0,0,0.0,0.0,None,2015,1,30,5
761,5,2015-01-30,11461,1137,1,1,0,0,1,1,2390.0,9.0,2012.0,0,0.0,0.0,None,2015,1,30,5
762,5,2015-01-30,5257,470,1,1,0,0,4,3,1280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,30,5
763,5,2015-01-30,7022,598,1,1,0,0,4,3,32240.0,3.0,2010.0,0,0.0,0.0,None,2015,1,30,5
764,5,2015-01-30,5086,560,1,1,0,0,1,3,26490.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,30,5
765,5,2015-01-30,8164,640,1,1,0,0,1,3,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,30,5
766,5,2015-01-30,6298,528,1,1,0,0,4,3,9820.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
767,5,2015-01-30,7817,773,1,1,0,0,1,3,13080.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
768,5,2015-01-30,18203,1678,1,1,0,0,1,3,2630.0,9.0,2012.0,0,0.0,0.0,None,2015,1,30,5
769,5,2015-01-30,14486,3937,1,1,0,0,2,2,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5
770,5,2015-01-30,9126,909,1,1,0,0,1,3,100.0,4.0,2015.0,0,0.0,0.0,None,2015,1,30,5
771,5,2015-01-30,7945,758,1,1,0,0,1,1,20640.0,9.0,2007.0,0,0.0,0.0,None,2015,1,30,5
772,5,2015-01-30,5071,590,1,1,0,0,4,3,1850.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
773,5,2015-01-30,7409,919,1,1,0,0,1,1,200.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
774,5,2015-01-30,6448,809,1,1,0,0,1,3,640.0,9.0,2013.0,0,0.0,0.0,None,2015,1,30,5
775,5,2015-01-30,9440,589,1,1,0,0,4,3,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
776,5,2015-01-30,6356,683,1,1,0,0,3,1,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5
777,5,2015-01-30,5448,388,1,1,0,0,4,3,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,30,5
778,5,2015-01-30,5628,734,1,1,0,0,1,1,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
779,5,2015-01-30,7924,784,1,1,0,0,1,1,16990.0,4.0,2004.0,0,0.0,0.0,None,2015,1,30,5
780,5,2015-01-30,7753,887,1,1,0,0,1,1,18160.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
781,5,2015-01-30,5637,684,1,1,0,0,1,1,630.0,4.0,2007.0,0,0.0,0.0,None,2015,1,30,5
782,5,2015-01-30,7017,596,1,1,0,0,3,3,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5
783,5,2015-01-30,8457,803,1,1,0,0,4,3,15490.0,0.0,0.0,0,0.0,0.0,None,2015,1,30,5
784,5,2015-01-30,9968,936,1,1,0,0,1,1,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
785,5,2015-01-30,12443,920,1,1,0,0,4,3,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
786,5,2015-01-30,4659,668,1,1,0,0,1,1,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,30,5
787,5,2015-01-30,13329,1397,1,1,0,0,3,3,3210.0,6.0,2009.0,0,0.0,0.0,None,2015,1,30,5
788,5,2015-01-30,20731,1872,1,1,0,0,1,3,1530.0,3.0,2013.0,0,0.0,0.0,None,2015,1,30,5
789,5,2015-01-30,3922,494,1,1,0,0,1,3,9770.0,7.0,2003.0,0,0.0,0.0,None,2015,1,30,5
790,5,2015-01-30,8895,780,1,1,0,0,4,3,9070.0,12.0,2003.0,0,0.0,0.0,None,2015,1,30,5
791,5,2015-01-30,10349,981,1,1,0,0,1,1,5950.0,4.0,2007.0,0,0.0,0.0,None,2015,1,30,5
792,5,2015-01-30,6903,621,1,1,0,0,4,1,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,1,30,5
793,5,2015-01-30,5393,485,1,1,0,0,4,1,2710.0,7.0,2006.0,0,0.0,0.0,None,2015,1,30,5
794,5,2015-01-30,3770,571,1,1,0,0,3,3,5090.0,9.0,2006.0,0,0.0,0.0,None,2015,1,30,5
795,5,2015-01-30,5945,554,1,1,0,0,4,1,510.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,1,30,5
796,5,2015-01-30,7796,648,1,1,0,0,1,3,7180.0,11.0,2012.0,0,0.0,0.0,None,2015,1,30,5
797,5,2015-01-30,5406,481,1,1,0,0,1,1,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,30,5
798,5,2015-01-30,9478,1033,1,1,0,0,1,1,9560.0,4.0,2001.0,0,0.0,0.0,None,2015,1,30,5
