Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
17,6,2015-05-02,4256,536,1,0,0,0,1,1,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
18,6,2015-05-02,6615,689,1,0,0,0,4,3,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
19,6,2015-05-02,5519,517,1,0,0,0,1,3,3240.0,0.0,0.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,2,18
20,6,2015-05-02,7383,637,1,0,0,0,4,1,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
21,6,2015-05-02,6573,658,1,0,0,0,3,3,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
22,6,2015-05-02,4754,486,1,0,0,0,1,1,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
23,6,2015-05-02,5953,531,1,0,0,0,4,1,4060.0,8.0,2005.0,0,0.0,0.0,None,2015,5,2,18
24,6,2015-05-02,10368,914,1,0,0,0,1,3,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
25,6,2015-05-02,12184,1663,1,0,0,0,3,1,430.0,4.0,2003.0,0,0.0,0.0,None,2015,5,2,18
26,6,2015-05-02,8154,677,1,0,0,0,4,1,2300.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
27,6,2015-05-02,10347,1137,1,0,0,0,1,1,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
28,6,2015-05-02,3163,377,1,0,0,0,1,1,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015,5,2,18
29,6,2015-05-02,10191,871,1,0,0,0,4,3,2170.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
30,6,2015-05-02,5377,839,1,0,0,0,1,1,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,2,18
31,6,2015-05-02,6470,699,1,0,0,0,4,3,9800.0,7.0,2012.0,0,0.0,0.0,None,2015,5,2,18
32,6,2015-05-02,3237,359,1,0,0,0,1,1,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,5,2,18
33,6,2015-05-02,11993,1135,1,0,0,0,1,3,1320.0,5.0,2013.0,0,0.0,0.0,None,2015,5,2,18
34,6,2015-05-02,9429,1137,1,0,0,0,3,1,2240.0,9.0,2009.0,0,0.0,0.0,None,2015,5,2,18
35,6,2015-05-02,11153,855,1,0,0,0,4,3,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
36,6,2015-05-02,12302,1324,1,0,0,0,1,3,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
37,6,2015-05-02,9355,1089,1,0,0,0,3,1,4230.0,12.0,2014.0,0,0.0,0.0,None,2015,5,2,18
38,6,2015-05-02,8223,756,1,0,0,0,4,1,1090.0,4.0,2007.0,0,0.0,0.0,None,2015,5,2,18
39,6,2015-05-02,7754,916,1,0,0,0,1,1,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,5,2,18
40,6,2015-05-02,6073,786,1,0,0,0,1,1,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,5,2,18
41,6,2015-05-02,8735,582,1,0,0,0,4,3,1180.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
42,6,2015-05-02,11015,1183,1,0,0,0,1,3,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
43,6,2015-05-02,6231,566,1,0,0,0,4,1,4880.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
44,6,2015-05-02,4672,525,1,0,0,0,1,1,540.0,6.0,2011.0,0,0.0,0.0,None,2015,5,2,18
45,6,2015-05-02,7834,559,1,0,0,0,4,1,9710.0,2.0,2014.0,0,0.0,0.0,None,2015,5,2,18
46,6,2015-05-02,7170,854,1,0,0,0,3,1,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
47,6,2015-05-02,8448,991,1,0,0,0,1,3,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
48,6,2015-05-02,3463,353,1,0,0,0,1,1,1060.0,5.0,2012.0,0,0.0,0.0,None,2015,5,2,18
49,6,2015-05-02,9119,695,1,0,0,0,4,3,18010.0,9.0,2007.0,0,0.0,0.0,None,2015,5,2,18
50,6,2015-05-02,5649,522,1,0,0,0,4,1,6260.0,11.0,2009.0,0,0.0,0.0,None,2015,5,2,18
51,6,2015-05-02,9825,685,1,0,0,0,1,3,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
52,6,2015-05-02,8682,581,1,0,0,0,4,3,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
53,6,2015-05-02,4542,459,1,0,0,0,1,3,30360.0,9.0,2013.0,0,0.0,0.0,None,2015,5,2,18
54,6,2015-05-02,10431,992,1,0,0,0,4,3,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,2,18
55,6,2015-05-02,4243,511,1,0,0,0,1,1,720.0,11.0,2004.0,0,0.0,0.0,None,2015,5,2,18
56,6,2015-05-02,10841,753,1,0,0,0,4,3,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,2,18
57,6,2015-05-02,8785,827,1,0,0,0,4,3,420.0,6.0,2014.0,0,0.0,0.0,None,2015,5,2,18
58,6,2015-05-02,9218,706,1,0,0,0,1,3,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
59,6,2015-05-02,4336,383,1,0,0,0,1,3,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
60,6,2015-05-02,7611,614,1,0,0,0,4,3,5540.0,10.0,2009.0,0,0.0,0.0,None,2015,5,2,18
61,6,2015-05-02,6132,749,1,0,0,0,1,3,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
62,6,2015-05-02,5101,514,1,0,0,0,1,1,2050.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
63,6,2015-05-02,10185,958,1,0,0,0,3,3,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,5,2,18
64,6,2015-05-02,12390,1011,1,0,0,0,4,3,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
65,6,2015-05-02,4062,341,1,0,0,0,1,3,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
66,6,2015-05-02,7245,636,1,0,0,0,4,1,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
67,6,2015-05-02,7726,730,1,0,0,0,1,3,410.0,2.0,2006.0,0,0.0,0.0,None,2015,5,2,18
68,6,2015-05-02,12989,1674,1,0,0,0,1,3,250.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,5,2,18
69,6,2015-05-02,10544,1399,1,0,0,0,3,3,1130.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
70,6,2015-05-02,8224,812,1,0,0,0,3,3,4840.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
71,6,2015-05-02,7994,737,1,0,0,0,1,1,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec",2015,5,2,18
72,6,2015-05-02,3362,349,1,0,0,0,1,1,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
73,6,2015-05-02,3143,322,1,0,0,0,1,3,1650.0,9.0,2008.0,0,0.0,0.0,None,2015,5,2,18
74,6,2015-05-02,6028,772,1,0,0,0,1,1,330.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
75,6,2015-05-02,7829,789,1,0,0,0,4,3,22440.0,12.0,2013.0,0,0.0,0.0,None,2015,5,2,18
76,6,2015-05-02,12003,1185,1,0,0,0,4,3,19960.0,3.0,2006.0,0,0.0,0.0,None,2015,5,2,18
77,6,2015-05-02,9665,875,1,0,0,0,4,3,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
78,6,2015-05-02,3393,420,1,0,0,0,1,1,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,2,18
79,6,2015-05-02,5937,564,1,0,0,0,1,1,3320.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
80,6,2015-05-02,12046,878,1,0,0,0,4,1,7910.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
81,6,2015-05-02,11114,812,1,0,0,0,1,1,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
82,6,2015-05-02,7001,670,1,0,0,0,1,1,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
83,6,2015-05-02,4353,373,1,0,0,0,1,1,2710.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
84,6,2015-05-02,14445,1516,1,0,0,0,1,3,11810.0,8.0,2014.0,0,0.0,0.0,None,2015,5,2,18
85,6,2015-05-02,6463,941,1,0,0,0,2,1,1870.0,10.0,2011.0,0,0.0,0.0,None,2015,5,2,18
86,6,2015-05-02,5288,681,1,0,0,0,1,1,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
87,6,2015-05-02,4839,653,1,0,0,0,1,1,560.0,12.0,2010.0,0,0.0,0.0,None,2015,5,2,18
88,6,2015-05-02,2947,306,1,0,0,0,1,1,10690.0,10.0,2005.0,0,0.0,0.0,None,2015,5,2,18
89,6,2015-05-02,5552,550,1,0,0,0,1,1,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
90,6,2015-05-02,11261,1353,1,0,0,0,1,1,330.0,11.0,2007.0,0,0.0,0.0,None,2015,5,2,18
91,6,2015-05-02,6004,609,1,0,0,0,3,1,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
92,6,2015-05-02,7786,694,1,0,0,0,3,1,240.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,5,2,18
93,6,2015-05-02,4637,432,1,0,0,0,1,1,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
94,6,2015-05-02,6969,673,1,0,0,0,4,3,14620.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
95,6,2015-05-02,5628,645,1,0,0,0,1,1,1890.0,10.0,2014.0,0,0.0,0.0,None,2015,5,2,18
96,6,2015-05-02,2732,290,1,0,0,0,1,1,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
97,6,2015-05-02,6347,630,1,0,0,0,4,3,8980.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
98,6,2015-05-02,6243,597,1,0,0,0,4,3,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
99,6,2015-05-02,8641,697,1,0,0,0,3,3,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,5,2,18
100,6,2015-05-02,11968,987,1,0,0,0,4,1,17930.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
101,6,2015-05-02,9481,945,1,0,0,0,4,3,2440.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,5,2,18
102,6,2015-05-02,9128,1301,1,0,0,0,1,1,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,2,18
103,6,2015-05-02,6045,498,1,0,0,0,4,3,5210.0,5.0,2015.0,0,0.0,0.0,None,2015,5,2,18
104,6,2015-05-02,14292,1718,1,0,0,0,1,1,390.0,6.0,2009.0,0,0.0,0.0,None,2015,5,2,18
105,6,2015-05-02,3999,428,1,0,0,0,1,3,6190.0,0.0,0.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec",2015,5,2,18
106,6,2015-05-02,8316,739,1,0,0,0,1,1,1390.0,8.0,2013.0,0,0.0,0.0,None,2015,5,2,18
107,6,2015-05-02,9784,1229,1,0,0,0,1,1,1930.0,9.0,2009.0,0,0.0,0.0,None,2015,5,2,18
108,6,2015-05-02,18728,1311,1,0,0,0,4,3,2190.0,9.0,2003.0,0,0.0,0.0,None,2015,5,2,18
109,6,2015-05-02,7834,823,1,0,0,0,1,3,3300.0,11.0,2010.0,0,0.0,0.0,None,2015,5,2,18
110,6,2015-05-02,4715,588,1,0,0,0,1,3,46590.0,4.0,2013.0,0,0.0,0.0,None,2015,5,2,18
111,6,2015-05-02,8390,768,1,0,0,0,4,3,7890.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
112,6,2015-05-02,7994,924,1,0,0,0,1,1,1630.0,9.0,2009.0,0,0.0,0.0,None,2015,5,2,18
113,6,2015-05-02,8060,802,1,0,0,0,4,3,20930.0,11.0,1999.0,0,0.0,0.0,None,2015,5,2,18
114,6,2015-05-02,6097,700,1,0,0,0,3,1,4510.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,2,18
115,6,2015-05-02,12385,877,1,0,0,0,4,3,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
116,6,2015-05-02,7571,710,1,0,0,0,1,1,680.0,4.0,2013.0,0,0.0,0.0,None,2015,5,2,18
117,6,2015-05-02,2845,378,1,0,0,0,1,1,3450.0,9.0,2011.0,0,0.0,0.0,None,2015,5,2,18
118,6,2015-05-02,11230,973,1,0,0,0,4,3,3580.0,9.0,2012.0,0,0.0,0.0,None,2015,5,2,18
119,6,2015-05-02,5753,613,1,0,0,0,1,3,2100.0,2.0,2010.0,0,0.0,0.0,None,2015,5,2,18
120,6,2015-05-02,8323,727,1,0,0,0,4,1,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,5,2,18
121,6,2015-05-02,3106,351,1,0,0,0,1,1,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,5,2,18
122,6,2015-05-02,10825,1259,1,0,0,0,1,3,58260.0,4.0,2013.0,0,0.0,0.0,None,2015,5,2,18
123,6,2015-05-02,5575,671,1,0,0,0,1,1,16760.0,9.0,2011.0,0,0.0,0.0,None,2015,5,2,18
124,6,2015-05-02,4400,461,1,0,0,0,1,1,1410.0,4.0,2003.0,0,0.0,0.0,None,2015,5,2,18
125,6,2015-05-02,13112,1643,1,0,0,0,1,1,760.0,12.0,2005.0,0,0.0,0.0,None,2015,5,2,18
126,6,2015-05-02,6183,587,1,0,0,0,4,1,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,5,2,18
127,6,2015-05-02,7869,901,1,0,0,0,4,1,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
128,6,2015-05-02,10549,813,1,0,0,0,4,3,2000.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
129,6,2015-05-02,10959,1329,1,0,0,0,1,1,2460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
130,6,2015-05-02,6183,596,1,0,0,0,3,1,900.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
131,6,2015-05-02,6176,635,1,0,0,0,3,1,920.0,7.0,2015.0,0,0.0,0.0,None,2015,5,2,18
132,6,2015-05-02,9442,825,1,0,0,0,4,3,1040.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
133,6,2015-05-02,5870,694,1,0,0,0,1,1,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,2,18
134,6,2015-05-02,4394,422,1,0,0,0,1,1,1200.0,9.0,2008.0,0,0.0,0.0,None,2015,5,2,18
135,6,2015-05-02,9069,791,1,0,0,0,4,1,5190.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
136,6,2015-05-02,7046,537,1,0,0,0,1,3,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,5,2,18
137,6,2015-05-02,9416,936,1,0,0,0,1,1,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
138,6,2015-05-02,4750,405,1,0,0,0,1,3,25360.0,10.0,2014.0,0,0.0,0.0,None,2015,5,2,18
139,6,2015-05-02,6043,442,1,0,0,0,1,1,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
140,6,2015-05-02,9288,1150,1,0,0,0,1,3,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
141,6,2015-05-02,5891,682,1,0,0,0,3,3,1540.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,5,2,18
142,6,2015-05-02,4116,507,1,0,0,0,1,1,1090.0,7.0,2002.0,0,0.0,0.0,None,2015,5,2,18
143,6,2015-05-02,7277,675,1,0,0,0,4,1,2930.0,12.0,2002.0,0,0.0,0.0,None,2015,5,2,18
144,6,2015-05-02,8836,775,1,0,0,0,1,3,16570.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
145,6,2015-05-02,8822,1257,1,0,0,0,1,1,280.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,5,2,18
146,6,2015-05-02,9153,844,1,0,0,0,4,3,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
147,6,2015-05-02,11216,1195,1,0,0,0,4,3,8540.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
148,6,2015-05-02,10252,865,1,0,0,0,1,1,2090.0,12.0,2008.0,0,0.0,0.0,None,2015,5,2,18
149,6,2015-05-02,5641,496,1,0,0,0,4,1,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
150,6,2015-05-02,11097,1042,1,0,0,0,3,3,31830.0,3.0,2010.0,0,0.0,0.0,None,2015,5,2,18
151,6,2015-05-02,7090,748,1,0,0,0,4,3,4360.0,10.0,2005.0,0,0.0,0.0,None,2015,5,2,18
152,6,2015-05-02,4561,507,1,0,0,0,1,1,1780.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
153,6,2015-05-02,4876,469,1,0,0,0,1,1,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,5,2,18
154,6,2015-05-02,10209,881,1,0,0,0,4,3,16420.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
155,6,2015-05-02,9416,903,1,0,0,0,4,1,3050.0,0.0,0.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
156,6,2015-05-02,4485,442,1,0,0,0,1,1,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,2,18
157,6,2015-05-02,9363,941,1,0,0,0,1,3,2950.0,10.0,2004.0,0,0.0,0.0,None,2015,5,2,18
158,6,2015-05-02,12473,748,1,0,0,0,4,3,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,5,2,18
159,6,2015-05-02,8974,787,1,0,0,0,4,1,8530.0,3.0,2013.0,0,0.0,0.0,None,2015,5,2,18
160,6,2015-05-02,6275,640,1,0,0,0,4,3,17110.0,11.0,2005.0,0,0.0,0.0,None,2015,5,2,18
161,6,2015-05-02,10066,1015,1,0,0,0,1,3,2970.0,3.0,2005.0,0,0.0,0.0,None,2015,5,2,18
162,6,2015-05-02,9327,731,1,0,0,0,4,3,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
163,6,2015-05-02,7691,791,1,0,0,0,1,1,1480.0,4.0,2009.0,0,0.0,0.0,None,2015,5,2,18
164,6,2015-05-02,5926,544,1,0,0,0,1,1,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
165,6,2015-05-02,3789,384,1,0,0,0,1,1,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,2,18
166,6,2015-05-02,8659,1175,1,0,0,0,1,3,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,2,18
167,6,2015-05-02,7991,859,1,0,0,0,1,1,140.0,4.0,2008.0,0,0.0,0.0,None,2015,5,2,18
168,6,2015-05-02,6018,587,1,0,0,0,1,1,12540.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
169,6,2015-05-02,5833,616,1,0,0,0,4,1,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,5,2,18
170,6,2015-05-02,5531,617,1,0,0,0,1,1,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
171,6,2015-05-02,8040,794,1,0,0,0,1,1,2640.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
172,6,2015-05-02,7995,887,1,0,0,0,1,1,110.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
173,6,2015-05-02,9372,990,1,0,0,0,1,1,350.0,12.0,2012.0,0,0.0,0.0,None,2015,5,2,18
174,6,2015-05-02,7788,641,1,0,0,0,1,1,13090.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,5,2,18
175,6,2015-05-02,7582,888,1,0,0,0,3,1,4130.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
176,6,2015-05-02,4358,528,1,0,0,0,1,1,3770.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
177,6,2015-05-02,2334,273,1,0,0,0,1,1,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,2,18
178,6,2015-05-02,9024,864,1,0,0,0,4,1,1710.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
179,6,2015-05-02,9655,1273,1,0,0,0,1,3,480.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
180,6,2015-05-02,9363,1062,1,0,0,0,4,1,5800.0,9.0,2010.0,0,0.0,0.0,None,2015,5,2,18
181,6,2015-05-02,5299,518,1,0,0,0,1,1,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,5,2,18
182,6,2015-05-02,7963,577,1,0,0,0,4,3,1390.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,2,18
183,6,2015-05-02,4189,485,1,0,0,0,1,1,9670.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
184,6,2015-05-02,7648,690,1,0,0,0,4,3,3560.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
185,6,2015-05-02,7599,594,1,0,0,0,4,3,1860.0,5.0,2015.0,0,0.0,0.0,None,2015,5,2,18
186,6,2015-05-02,4399,460,1,0,0,0,1,1,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
187,6,2015-05-02,6139,694,1,0,0,0,1,3,19360.0,0.0,0.0,0,0.0,0.0,None,2015,5,2,18
188,6,2015-05-02,6961,609,1,0,0,0,4,1,850.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,5,2,18
189,6,2015-05-02,9177,936,1,0,0,0,4,1,5760.0,7.0,2014.0,0,0.0,0.0,None,2015,5,2,18
190,6,2015-05-02,9170,759,1,0,0,0,1,1,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
191,6,2015-05-02,9288,881,1,0,0,0,1,1,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,2,18
