Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
192,2,2015-03-17,14933,931,1,1,0,0,4,3,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
193,2,2015-03-17,6535,892,1,1,0,0,1,1,520.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
194,2,2015-03-17,5159,422,1,1,0,0,4,3,16970.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
195,2,2015-03-17,13008,1520,1,1,0,0,1,3,220.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
196,2,2015-03-17,5945,734,1,1,0,0,3,1,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
197,2,2015-03-17,7775,933,1,1,0,0,3,1,4210.0,3.0,2015.0,0,0.0,0.0,None,2015,3,17,12
198,2,2015-03-17,4057,480,1,1,0,0,1,1,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,3,17,12
199,2,2015-03-17,8699,625,1,1,0,0,4,3,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
200,2,2015-03-17,8714,1110,1,1,0,0,1,1,1650.0,10.0,2000.0,0,0.0,0.0,None,2015,3,17,12
201,2,2015-03-17,4143,330,1,1,0,0,4,1,20260.0,0.0,0.0,1,18.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
202,2,2015-03-17,6325,517,1,1,0,0,4,3,5140.0,5.0,2010.0,0,0.0,0.0,None,2015,3,17,12
203,2,2015-03-17,8457,906,1,1,0,0,3,3,490.0,11.0,2002.0,0,0.0,0.0,None,2015,3,17,12
204,2,2015-03-17,6247,560,1,1,0,0,1,1,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
205,2,2015-03-17,7911,1033,1,1,0,0,1,1,110.0,12.0,2007.0,0,0.0,0.0,None,2015,3,17,12
206,2,2015-03-17,9425,991,1,1,0,0,1,3,380.0,0.0,0.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
207,2,2015-03-17,13137,1420,1,1,0,0,1,1,6870.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
208,2,2015-03-17,3003,424,1,1,0,0,3,1,300.0,4.0,2006.0,0,0.0,0.0,None,2015,3,17,12
209,2,2015-03-17,5902,584,1,1,0,0,1,3,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,17,12
210,2,2015-03-17,3397,350,1,1,0,0,4,1,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
211,2,2015-03-17,16795,1777,1,1,0,0,1,3,350.0,11.0,2006.0,0,0.0,0.0,None,2015,3,17,12
212,2,2015-03-17,4973,483,1,1,0,0,1,3,15050.0,9.0,2008.0,0,0.0,0.0,None,2015,3,17,12
213,2,2015-03-17,9332,694,1,1,0,0,4,3,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
214,2,2015-03-17,9448,672,1,1,0,0,4,1,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
215,2,2015-03-17,6518,480,1,1,0,0,4,1,150.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
216,2,2015-03-17,8572,919,1,1,0,0,3,1,190.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
217,2,2015-03-17,5170,675,1,1,0,0,3,1,3150.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
218,2,2015-03-17,6430,872,1,1,0,0,1,3,640.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,17,12
219,2,2015-03-17,3984,483,1,1,0,0,1,1,1640.0,2.0,2013.0,0,0.0,0.0,None,2015,3,17,12
220,2,2015-03-17,6313,757,1,1,0,0,1,1,1000.0,9.0,2008.0,0,0.0,0.0,None,2015,3,17,12
221,2,2015-03-17,6913,565,1,1,0,0,4,3,13530.0,9.0,2013.0,0,0.0,0.0,None,2015,3,17,12
222,2,2015-03-17,6644,698,1,1,0,0,1,1,2170.0,11.0,2008.0,0,0.0,0.0,None,2015,3,17,12
223,2,2015-03-17,7940,786,1,1,0,0,4,3,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
224,2,2015-03-17,7013,516,1,1,0,0,4,3,7930.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,17,12
225,2,2015-03-17,4848,515,1,1,0,0,4,1,10180.0,5.0,2015.0,0,0.0,0.0,None,2015,3,17,12
226,2,2015-03-17,8319,807,1,1,0,0,1,1,450.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
227,2,2015-03-17,7335,647,1,1,0,0,1,1,2370.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
228,2,2015-03-17,9122,605,1,1,0,0,4,3,10800.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,3,17,12
229,2,2015-03-17,9046,738,1,1,0,0,4,3,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
230,2,2015-03-17,8395,1029,1,1,0,0,4,3,6680.0,9.0,2013.0,0,0.0,0.0,None,2015,3,17,12
231,2,2015-03-17,5881,432,1,1,0,0,4,3,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",2015,3,17,12
232,2,2015-03-17,3596,295,1,1,0,0,3,3,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
233,2,2015-03-17,10644,1109,1,1,0,0,1,1,1890.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
234,2,2015-03-17,12154,1108,1,1,0,0,4,1,4370.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
235,2,2015-03-17,6701,535,1,1,0,0,1,1,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,17,12
236,2,2015-03-17,9186,1023,1,1,0,0,1,1,1000.0,11.0,2007.0,0,0.0,0.0,None,2015,3,17,12
237,2,2015-03-17,4516,581,1,1,0,0,1,1,1420.0,11.0,2007.0,0,0.0,0.0,None,2015,3,17,12
238,2,2015-03-17,8653,1217,1,1,0,0,1,1,320.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
239,2,2015-03-17,5809,501,1,1,0,0,4,3,610.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
240,2,2015-03-17,5818,529,1,1,0,0,1,1,1110.0,5.0,2009.0,0,0.0,0.0,None,2015,3,17,12
241,2,2015-03-17,7350,775,1,1,0,0,4,3,780.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
242,2,2015-03-17,4375,356,1,1,0,0,4,1,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
243,2,2015-03-17,8255,1109,1,1,0,0,1,1,310.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
244,2,2015-03-17,5383,528,1,1,0,0,4,1,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
245,2,2015-03-17,9701,1132,1,1,0,0,1,3,1310.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
246,2,2015-03-17,7776,981,1,1,0,0,3,1,4660.0,4.0,2013.0,0,0.0,0.0,None,2015,3,17,12
247,2,2015-03-17,9008,648,1,1,0,0,4,3,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
248,2,2015-03-17,8907,1160,1,1,0,0,1,3,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
249,2,2015-03-17,5637,565,1,1,0,0,4,3,18010.0,9.0,2014.0,0,0.0,0.0,None,2015,3,17,12
250,2,2015-03-17,10891,752,1,1,0,0,4,1,3520.0,0.0,0.0,1,18.0,2012.0,"Feb,May,Aug,Nov",2015,3,17,12
251,2,2015-03-17,21126,2655,1,1,0,0,1,3,340.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
252,2,2015-03-17,11055,775,1,1,0,0,4,3,22330.0,0.0,0.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2015,3,17,12
253,2,2015-03-17,7417,828,1,1,0,0,1,3,250.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
254,2,2015-03-17,3186,246,1,1,0,0,4,1,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
255,2,2015-03-17,6808,639,1,1,0,0,3,3,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",2015,3,17,12
256,2,2015-03-17,11244,1366,1,1,0,0,1,3,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
257,2,2015-03-17,6402,708,1,1,0,0,1,1,420.0,12.0,2012.0,0,0.0,0.0,None,2015,3,17,12
258,2,2015-03-17,6092,517,1,1,0,0,1,1,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,17,12
259,2,2015-03-17,12758,2671,1,1,0,0,2,2,210.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
260,2,2015-03-17,6919,917,1,1,0,0,1,1,540.0,10.0,2011.0,0,0.0,0.0,None,2015,3,17,12
261,2,2015-03-17,15395,1065,1,1,0,0,4,3,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,17,12
262,2,2015-03-17,19416,2979,1,1,0,0,2,1,1180.0,5.0,2013.0,0,0.0,0.0,None,2015,3,17,12
263,2,2015-03-17,4450,396,1,1,0,0,1,3,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
264,2,2015-03-17,7891,1016,1,1,0,0,1,1,180.0,3.0,2014.0,0,0.0,0.0,None,2015,3,17,12
265,2,2015-03-17,6103,609,1,1,0,0,1,1,4580.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,3,17,12
266,2,2015-03-17,4892,625,1,1,0,0,1,3,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,17,12
267,2,2015-03-17,7271,855,1,1,0,0,3,1,2460.0,1.0,2012.0,0,0.0,0.0,None,2015,3,17,12
268,2,2015-03-17,5867,666,1,1,0,0,1,1,4520.0,2.0,2014.0,0,0.0,0.0,None,2015,3,17,12
269,2,2015-03-17,11372,1482,1,1,0,0,1,3,60.0,6.0,2015.0,0,0.0,0.0,None,2015,3,17,12
270,2,2015-03-17,10783,1378,1,1,0,0,1,1,1450.0,7.0,2014.0,0,0.0,0.0,None,2015,3,17,12
271,2,2015-03-17,13327,1198,1,1,0,0,1,1,420.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
272,2,2015-03-17,8148,777,1,1,0,0,1,1,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
273,2,2015-03-17,9403,820,1,1,0,0,1,3,8480.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
274,2,2015-03-17,3956,932,1,1,0,0,2,2,3640.0,0.0,0.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,17,12
275,2,2015-03-17,8314,784,1,1,0,0,4,1,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
276,2,2015-03-17,4701,560,1,1,0,0,1,1,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
277,2,2015-03-17,7230,535,1,1,0,0,4,3,7840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
278,2,2015-03-17,7395,822,1,1,0,0,1,3,9260.0,2.0,2010.0,0,0.0,0.0,None,2015,3,17,12
279,2,2015-03-17,10290,738,1,1,0,0,4,3,2320.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
280,2,2015-03-17,6653,512,1,1,0,0,4,3,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
281,2,2015-03-17,5527,476,1,1,0,0,4,3,6970.0,9.0,2011.0,0,0.0,0.0,None,2015,3,17,12
282,2,2015-03-17,5615,701,1,1,0,0,1,1,1220.0,12.0,2010.0,0,0.0,0.0,None,2015,3,17,12
283,2,2015-03-17,8128,751,1,1,0,0,1,1,2260.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
284,2,2015-03-17,6983,537,1,1,0,0,4,1,1290.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
285,2,2015-03-17,5038,487,1,1,0,0,1,1,2410.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
286,2,2015-03-17,6993,532,1,1,0,0,1,1,1460.0,4.0,2015.0,0,0.0,0.0,None,2015,3,17,12
287,2,2015-03-17,9100,843,1,1,0,0,3,1,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
288,2,2015-03-17,6822,475,1,1,0,0,4,1,800.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,17,12
289,2,2015-03-17,6697,550,1,1,0,0,4,1,6540.0,12.0,2007.0,0,0.0,0.0,None,2015,3,17,12
290,2,2015-03-17,8270,788,1,1,0,0,1,1,4150.0,5.0,2001.0,0,0.0,0.0,None,2015,3,17,12
291,2,2015-03-17,9128,962,1,1,0,0,4,1,75860.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
292,2,2015-03-17,7327,853,1,1,0,0,1,1,1100.0,6.0,2009.0,0,0.0,0.0,None,2015,3,17,12
293,2,2015-03-17,8178,971,1,1,0,0,3,3,140.0,11.0,2007.0,0,0.0,0.0,None,2015,3,17,12
294,2,2015-03-17,7763,1018,1,1,0,0,1,1,3150.0,5.0,2005.0,0,0.0,0.0,None,2015,3,17,12
295,2,2015-03-17,6165,735,1,1,0,0,1,1,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
296,2,2015-03-17,8243,878,1,1,0,0,1,1,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,3,17,12
297,2,2015-03-17,8365,805,1,1,0,0,1,1,2300.0,9.0,2010.0,0,0.0,0.0,None,2015,3,17,12
298,2,2015-03-17,9225,673,1,1,0,0,4,1,19840.0,7.0,2009.0,0,0.0,0.0,None,2015,3,17,12
299,2,2015-03-17,5078,566,1,1,0,0,4,3,38630.0,9.0,2012.0,0,0.0,0.0,None,2015,3,17,12
300,2,2015-03-17,8599,1072,1,1,0,0,1,3,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
301,2,2015-03-17,6197,633,1,1,0,0,1,3,4510.0,3.0,2015.0,0,0.0,0.0,None,2015,3,17,12
302,2,2015-03-17,4403,314,1,1,0,0,4,3,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,17,12
303,2,2015-03-17,6873,737,1,1,0,0,1,1,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,3,17,12
304,2,2015-03-17,8335,1191,1,1,0,0,1,1,1950.0,7.0,2015.0,0,0.0,0.0,None,2015,3,17,12
305,2,2015-03-17,7036,595,1,1,0,0,3,3,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
306,2,2015-03-17,5584,550,1,1,0,0,1,1,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
307,2,2015-03-17,3223,369,1,1,0,0,1,1,18660.0,9.0,2002.0,0,0.0,0.0,None,2015,3,17,12
308,2,2015-03-17,10379,1027,1,1,0,0,1,1,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,3,17,12
309,2,2015-03-17,7153,617,1,1,0,0,4,1,8740.0,0.0,0.0,1,37.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
310,2,2015-03-17,8957,764,1,1,0,0,1,3,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
311,2,2015-03-17,7945,936,1,1,0,0,1,3,680.0,7.0,2005.0,0,0.0,0.0,None,2015,3,17,12
312,2,2015-03-17,6231,566,1,1,0,0,4,1,11300.0,3.0,2012.0,0,0.0,0.0,None,2015,3,17,12
313,2,2015-03-17,8034,727,1,1,0,0,4,3,14160.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
314,2,2015-03-17,5799,619,1,1,0,0,1,1,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
315,2,2015-03-17,4632,469,1,1,0,0,1,3,38710.0,4.0,2013.0,0,0.0,0.0,None,2015,3,17,12
316,2,2015-03-17,11211,950,1,1,0,0,4,1,9000.0,8.0,2001.0,0,0.0,0.0,None,2015,3,17,12
317,2,2015-03-17,5227,515,1,1,0,0,4,1,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
318,2,2015-03-17,9099,672,1,1,0,0,4,3,32330.0,3.0,2014.0,0,0.0,0.0,None,2015,3,17,12
319,2,2015-03-17,7979,803,1,1,0,0,1,3,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
320,2,2015-03-17,17242,2271,1,1,0,0,1,3,210.0,9.0,2012.0,0,0.0,0.0,None,2015,3,17,12
321,2,2015-03-17,5823,527,1,1,0,0,3,3,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
322,2,2015-03-17,6424,662,1,1,0,0,1,1,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,17,12
323,2,2015-03-17,7921,585,1,1,0,0,4,3,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
324,2,2015-03-17,7712,938,1,1,0,0,1,1,13140.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
325,2,2015-03-17,7318,689,1,1,0,0,1,3,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,3,17,12
326,2,2015-03-17,5110,417,1,1,0,0,4,1,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
327,2,2015-03-17,9308,1039,1,1,0,0,3,3,1390.0,12.0,2004.0,0,0.0,0.0,None,2015,3,17,12
328,2,2015-03-17,5069,571,1,1,0,0,1,1,3130.0,7.0,2002.0,0,0.0,0.0,None,2015,3,17,12
329,2,2015-03-17,7979,716,1,1,0,0,1,1,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
330,2,2015-03-17,4602,491,1,1,0,0,1,3,370.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
331,2,2015-03-17,6968,900,1,1,0,0,1,3,670.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,3,17,12
332,2,2015-03-17,4677,598,1,1,0,0,1,1,1840.0,3.0,2006.0,0,0.0,0.0,None,2015,3,17,12
333,2,2015-03-17,12433,1532,1,1,0,0,1,3,3720.0,2.0,2010.0,0,0.0,0.0,None,2015,3,17,12
334,2,2015-03-17,5752,526,1,1,0,0,4,3,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
335,2,2015-03-17,19350,3099,1,1,0,0,2,1,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,17,12
336,2,2015-03-17,15905,2089,1,1,0,0,1,1,190.0,7.0,2014.0,0,0.0,0.0,None,2015,3,17,12
337,2,2015-03-17,4802,350,1,1,0,0,4,3,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,3,17,12
338,2,2015-03-17,8195,662,1,1,0,0,1,3,1590.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,17,12
339,2,2015-03-17,6491,790,1,1,0,0,1,3,2280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,17,12
340,2,2015-03-17,8152,835,1,1,0,0,1,3,8080.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
341,2,2015-03-17,6238,883,1,1,0,0,1,1,190.0,9.0,2011.0,0,0.0,0.0,None,2015,3,17,12
342,2,2015-03-17,12711,922,1,1,0,0,4,3,15770.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
343,2,2015-03-17,8367,726,1,1,0,0,4,1,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,17,12
344,2,2015-03-17,11848,1421,1,1,0,0,1,3,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
345,2,2015-03-17,5674,587,1,1,0,0,1,1,120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
346,2,2015-03-17,8359,699,1,1,0,0,1,3,8090.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
347,2,2015-03-17,5165,382,1,1,0,0,4,3,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
348,2,2015-03-17,8808,745,1,1,0,0,1,1,16490.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,17,12
349,2,2015-03-17,9488,936,1,1,0,0,3,3,1490.0,4.0,2009.0,0,0.0,0.0,None,2015,3,17,12
350,2,2015-03-17,7737,505,1,1,0,0,4,1,8880.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,17,12
351,2,2015-03-17,6662,525,1,1,0,0,1,1,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
352,2,2015-03-17,6701,589,1,1,0,0,4,3,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,17,12
353,2,2015-03-17,5635,1567,1,1,0,0,2,2,900.0,0.0,0.0,1,14.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
354,2,2015-03-17,9729,734,1,1,0,0,4,3,1500.0,10.0,2005.0,0,0.0,0.0,None,2015,3,17,12
355,2,2015-03-17,10705,1223,1,1,0,0,1,3,9720.0,8.0,2013.0,0,0.0,0.0,None,2015,3,17,12
356,2,2015-03-17,5510,400,1,1,0,0,4,3,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,3,17,12
357,2,2015-03-17,8803,1109,1,1,0,0,1,1,2060.0,10.0,2008.0,0,0.0,0.0,None,2015,3,17,12
358,2,2015-03-17,10877,1101,1,1,0,0,1,1,2890.0,10.0,2003.0,0,0.0,0.0,None,2015,3,17,12
359,2,2015-03-17,6193,553,1,1,0,0,4,3,4370.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
360,2,2015-03-17,8732,856,1,1,0,0,1,1,2040.0,6.0,2007.0,0,0.0,0.0,None,2015,3,17,12
361,2,2015-03-17,6130,586,1,1,0,0,3,3,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,17,12
362,2,2015-03-17,10870,1290,1,1,0,0,3,3,340.0,0.0,0.0,0,0.0,0.0,None,2015,3,17,12
363,2,2015-03-17,8236,1008,1,1,0,0,1,1,250.0,9.0,2009.0,0,0.0,0.0,None,2015,3,17,12
364,2,2015-03-17,5981,651,1,1,0,0,1,3,13620.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,17,12
365,2,2015-03-17,5945,593,1,1,0,0,3,1,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
366,2,2015-03-17,7880,729,1,1,0,0,4,3,6470.0,12.0,2004.0,0,0.0,0.0,None,2015,3,17,12
367,2,2015-03-17,5938,597,1,1,0,0,4,3,2640.0,9.0,2012.0,0,0.0,0.0,None,2015,3,17,12
368,2,2015-03-17,11032,777,1,1,0,0,4,3,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,17,12
