Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
444,2,2015-06-16,10749,1117,1,1,0,0,3,1,1700.0,11.0,2009.0,0,0.0,0.0,None,2015,6,16,25
445,2,2015-06-16,9636,1306,1,1,0,0,1,1,240.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
446,2,2015-06-16,6081,678,1,1,0,0,1,1,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
447,2,2015-06-16,5673,641,1,1,0,0,1,3,1510.0,9.0,2013.0,0,0.0,0.0,None,2015,6,16,25
448,2,2015-06-16,10355,820,1,1,0,0,1,3,3970.0,9.0,2009.0,0,0.0,0.0,None,2015,6,16,25
449,2,2015-06-16,13887,1676,1,1,0,0,1,3,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
450,2,2015-06-16,9559,921,1,1,0,0,3,1,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,16,25
451,2,2015-06-16,7125,518,1,1,0,0,1,1,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
452,2,2015-06-16,5397,511,1,1,0,0,1,3,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
453,2,2015-06-16,10365,1144,1,1,0,0,1,3,75860.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
454,2,2015-06-16,7699,843,1,1,0,0,1,1,26450.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
455,2,2015-06-16,7275,472,1,1,0,0,4,3,7660.0,9.0,2010.0,0,0.0,0.0,None,2015,6,16,25
456,2,2015-06-16,8355,1087,1,1,0,0,1,3,140.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
457,2,2015-06-16,5656,464,1,1,0,0,4,3,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
458,2,2015-06-16,8036,692,1,1,0,0,3,1,3390.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
459,2,2015-06-16,12103,1332,1,1,0,0,1,1,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
460,2,2015-06-16,6035,485,1,1,0,0,1,1,34050.0,4.0,2008.0,0,0.0,0.0,None,2015,6,16,25
461,2,2015-06-16,5688,507,1,1,0,0,4,3,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
462,2,2015-06-16,6057,705,1,1,0,0,1,1,44320.0,8.0,2008.0,0,0.0,0.0,None,2015,6,16,25
463,2,2015-06-16,7965,1212,1,1,0,0,1,1,4160.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
464,2,2015-06-16,10327,1173,1,1,0,0,3,1,520.0,3.0,2009.0,0,0.0,0.0,None,2015,6,16,25
465,2,2015-06-16,10056,687,1,1,0,0,4,3,10890.0,4.0,2005.0,0,0.0,0.0,None,2015,6,16,25
466,2,2015-06-16,11644,960,1,1,0,0,1,3,3110.0,3.0,2003.0,0,0.0,0.0,None,2015,6,16,25
467,2,2015-06-16,15874,1708,1,1,0,0,1,3,20390.0,4.0,2008.0,0,0.0,0.0,None,2015,6,16,25
468,2,2015-06-16,6698,627,1,1,0,0,3,3,5260.0,9.0,2012.0,0,0.0,0.0,None,2015,6,16,25
469,2,2015-06-16,13522,1536,1,1,0,0,3,3,710.0,9.0,2005.0,0,0.0,0.0,None,2015,6,16,25
470,2,2015-06-16,15387,1838,1,1,0,0,1,3,50.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
471,2,2015-06-16,7781,557,1,1,0,0,4,1,5300.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,6,16,25
472,2,2015-06-16,5839,702,1,1,0,0,3,3,5030.0,8.0,2011.0,0,0.0,0.0,None,2015,6,16,25
473,2,2015-06-16,4735,597,1,1,0,0,1,1,50.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
474,2,2015-06-16,9637,807,1,1,0,0,3,1,14810.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,16,25
475,2,2015-06-16,8046,1067,1,1,0,0,1,1,140.0,9.0,2005.0,0,0.0,0.0,None,2015,6,16,25
476,2,2015-06-16,8901,847,1,1,0,0,4,1,8300.0,9.0,2006.0,0,0.0,0.0,None,2015,6,16,25
477,2,2015-06-16,8004,492,1,1,0,0,4,1,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
478,2,2015-06-16,8516,775,1,1,0,0,4,3,1940.0,3.0,2012.0,0,0.0,0.0,None,2015,6,16,25
479,2,2015-06-16,14177,1584,1,1,0,0,1,1,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
480,2,2015-06-16,6405,740,1,1,0,0,1,1,300.0,11.0,2012.0,0,0.0,0.0,None,2015,6,16,25
481,2,2015-06-16,6774,532,1,1,0,0,3,3,7470.0,0.0,0.0,1,44.0,2012.0,"Feb,May,Aug,Nov",2015,6,16,25
482,2,2015-06-16,8464,842,1,1,0,0,3,1,2550.0,10.0,2005.0,0,0.0,0.0,None,2015,6,16,25
483,2,2015-06-16,7576,926,1,1,0,0,1,3,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
484,2,2015-06-16,7414,673,1,1,0,0,1,3,14300.0,3.0,2011.0,0,0.0,0.0,None,2015,6,16,25
485,2,2015-06-16,6635,481,1,1,0,0,4,3,3270.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
486,2,2015-06-16,6061,606,1,1,0,0,1,1,2320.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
487,2,2015-06-16,7793,685,1,1,0,0,4,3,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
488,2,2015-06-16,4618,386,1,1,0,0,1,3,2890.0,4.0,2014.0,0,0.0,0.0,None,2015,6,16,25
489,2,2015-06-16,11674,904,1,1,0,0,1,1,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
490,2,2015-06-16,9442,1134,1,1,0,0,1,1,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
491,2,2015-06-16,8813,619,1,1,0,0,4,3,4680.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
492,2,2015-06-16,10614,1373,1,1,0,0,1,1,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
493,2,2015-06-16,11111,960,1,1,0,0,4,3,1150.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
494,2,2015-06-16,9294,1140,1,1,0,0,2,1,1260.0,6.0,2011.0,0,0.0,0.0,None,2015,6,16,25
495,2,2015-06-16,6500,479,1,1,0,0,4,1,5470.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
496,2,2015-06-16,9463,904,1,1,0,0,4,3,2780.0,6.0,2015.0,0,0.0,0.0,None,2015,6,16,25
497,2,2015-06-16,11816,1278,1,1,0,0,1,3,1610.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
498,2,2015-06-16,8245,908,1,1,0,0,1,1,990.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
499,2,2015-06-16,7582,796,1,1,0,0,3,3,450.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
500,2,2015-06-16,6616,441,1,1,0,0,4,3,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
501,2,2015-06-16,5812,575,1,1,0,0,1,3,1620.0,9.0,2006.0,0,0.0,0.0,None,2015,6,16,25
502,2,2015-06-16,12607,1590,1,1,0,0,1,1,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
503,2,2015-06-16,8253,514,1,1,0,0,4,3,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
504,2,2015-06-16,7379,979,1,1,0,0,3,3,820.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
505,2,2015-06-16,7177,758,1,1,0,0,1,1,350.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
506,2,2015-06-16,9072,893,1,1,0,0,1,1,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
507,2,2015-06-16,10570,714,1,1,0,0,1,3,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
508,2,2015-06-16,9146,803,1,1,0,0,1,3,1280.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
509,2,2015-06-16,7802,588,1,1,0,0,1,1,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
510,2,2015-06-16,10707,909,1,1,0,0,1,3,8260.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
511,2,2015-06-16,5751,753,1,1,0,0,1,1,2060.0,9.0,2009.0,0,0.0,0.0,None,2015,6,16,25
512,2,2015-06-16,6451,1535,1,1,0,0,2,2,590.0,0.0,0.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,16,25
513,2,2015-06-16,20236,2229,1,1,0,0,1,1,400.0,8.0,2013.0,0,0.0,0.0,None,2015,6,16,25
514,2,2015-06-16,8576,760,1,1,0,0,3,3,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
515,2,2015-06-16,9667,725,1,1,0,0,4,3,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
516,2,2015-06-16,8693,996,1,1,0,0,1,3,20.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,6,16,25
517,2,2015-06-16,8856,843,1,1,0,0,1,3,22490.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
518,2,2015-06-16,7494,534,1,1,0,0,4,3,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
519,2,2015-06-16,5940,560,1,1,0,0,3,3,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
520,2,2015-06-16,5007,462,1,1,0,0,1,3,6900.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
521,2,2015-06-16,5813,416,1,1,0,0,4,1,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,16,25
522,2,2015-06-16,8677,658,1,1,0,0,4,3,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
523,2,2015-06-16,15455,1584,1,1,0,0,3,3,50.0,11.0,2013.0,0,0.0,0.0,None,2015,6,16,25
524,2,2015-06-16,9191,925,1,1,0,0,1,3,40860.0,9.0,2013.0,0,0.0,0.0,None,2015,6,16,25
525,2,2015-06-16,10382,787,1,1,0,0,4,3,1870.0,9.0,2013.0,0,0.0,0.0,None,2015,6,16,25
526,2,2015-06-16,15547,1817,1,1,0,0,1,1,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,16,25
527,2,2015-06-16,12717,1078,1,1,0,0,4,3,5830.0,4.0,2008.0,0,0.0,0.0,None,2015,6,16,25
528,2,2015-06-16,14742,1076,1,1,0,0,1,3,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
529,2,2015-06-16,8365,760,1,1,0,0,4,3,12920.0,9.0,2012.0,0,0.0,0.0,None,2015,6,16,25
530,2,2015-06-16,5546,898,1,1,0,0,1,3,18160.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
531,2,2015-06-16,5954,666,1,1,0,0,1,3,4030.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
532,2,2015-06-16,13607,1444,1,1,0,0,1,3,1070.0,8.0,2010.0,0,0.0,0.0,None,2015,6,16,25
533,2,2015-06-16,13351,1075,1,1,0,0,1,3,5950.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
534,2,2015-06-16,9347,651,1,1,0,0,4,1,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
535,2,2015-06-16,11484,1137,1,1,0,0,1,1,3570.0,4.0,2007.0,0,0.0,0.0,None,2015,6,16,25
536,2,2015-06-16,11181,1087,1,1,0,0,1,3,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
537,2,2015-06-16,7433,722,1,1,0,0,1,1,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
538,2,2015-06-16,5112,680,1,1,0,0,1,1,990.0,2.0,2010.0,0,0.0,0.0,None,2015,6,16,25
539,2,2015-06-16,13018,1221,1,1,0,0,1,1,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
540,2,2015-06-16,8229,553,1,1,0,0,4,3,810.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,16,25
541,2,2015-06-16,8524,980,1,1,0,0,1,3,650.0,7.0,1990.0,0,0.0,0.0,None,2015,6,16,25
542,2,2015-06-16,8333,618,1,1,0,0,1,1,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
543,2,2015-06-16,3970,314,1,1,0,0,3,1,1080.0,12.0,2012.0,0,0.0,0.0,None,2015,6,16,25
544,2,2015-06-16,18460,2157,1,1,0,0,1,1,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
545,2,2015-06-16,15817,1256,1,1,0,0,1,3,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,6,16,25
546,2,2015-06-16,16452,1827,1,1,0,0,1,1,580.0,1.0,2005.0,0,0.0,0.0,None,2015,6,16,25
547,2,2015-06-16,6894,504,1,1,0,0,4,3,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,6,16,25
548,2,2015-06-16,6707,445,1,1,0,0,4,3,3760.0,2.0,2009.0,0,0.0,0.0,None,2015,6,16,25
549,2,2015-06-16,5554,596,1,1,0,0,1,3,2330.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
550,2,2015-06-16,7781,555,1,1,0,0,4,3,50.0,6.0,2015.0,0,0.0,0.0,None,2015,6,16,25
551,2,2015-06-16,7560,1139,1,1,0,0,1,3,2190.0,9.0,2013.0,0,0.0,0.0,None,2015,6,16,25
552,2,2015-06-16,11178,866,1,1,0,0,1,1,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
553,2,2015-06-16,7865,617,1,1,0,0,3,1,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
554,2,2015-06-16,5756,696,1,1,0,0,3,3,1200.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
555,2,2015-06-16,5796,479,1,1,0,0,4,1,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,16,25
556,2,2015-06-16,9353,1005,1,1,0,0,4,3,1140.0,11.0,2014.0,0,0.0,0.0,None,2015,6,16,25
557,2,2015-06-16,5239,705,1,1,0,0,1,1,250.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
558,2,2015-06-16,4072,503,1,1,0,0,1,1,3000.0,2.0,2010.0,0,0.0,0.0,None,2015,6,16,25
559,2,2015-06-16,8103,946,1,1,0,0,4,1,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
560,2,2015-06-16,16954,1798,1,1,0,0,3,3,1910.0,7.0,2013.0,0,0.0,0.0,None,2015,6,16,25
561,2,2015-06-16,8260,767,1,1,0,0,4,1,14300.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
562,2,2015-06-16,19034,3021,1,1,0,0,2,3,1210.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
563,2,2015-06-16,5396,640,1,1,0,0,1,1,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
564,2,2015-06-16,6736,533,1,1,0,0,4,3,6540.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
565,2,2015-06-16,8308,852,1,1,0,0,1,3,160.0,7.0,2007.0,0,0.0,0.0,None,2015,6,16,25
566,2,2015-06-16,7362,689,1,1,0,0,1,1,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
567,2,2015-06-16,6428,769,1,1,0,0,3,1,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
568,2,2015-06-16,5965,437,1,1,0,0,4,3,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
569,2,2015-06-16,5454,713,1,1,0,0,1,1,1340.0,9.0,2006.0,0,0.0,0.0,None,2015,6,16,25
570,2,2015-06-16,5265,724,1,1,0,0,1,1,180.0,11.0,2006.0,0,0.0,0.0,None,2015,6,16,25
571,2,2015-06-16,9109,613,1,1,0,0,4,1,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
572,2,2015-06-16,8611,615,1,1,0,0,4,3,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
573,2,2015-06-16,6179,448,1,1,0,0,1,1,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
574,2,2015-06-16,10940,699,1,1,0,0,4,1,4400.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
575,2,2015-06-16,8715,703,1,1,0,0,1,1,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
576,2,2015-06-16,8261,988,1,1,0,0,3,1,50.0,11.0,2006.0,0,0.0,0.0,None,2015,6,16,25
577,2,2015-06-16,5661,574,1,1,0,0,1,3,2270.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
578,2,2015-06-16,10009,910,1,1,0,0,4,1,12700.0,4.0,2013.0,0,0.0,0.0,None,2015,6,16,25
579,2,2015-06-16,8816,871,1,1,0,0,3,1,20970.0,11.0,2012.0,0,0.0,0.0,None,2015,6,16,25
580,2,2015-06-16,10907,1595,1,1,0,0,1,3,170.0,2.0,2009.0,0,0.0,0.0,None,2015,6,16,25
581,2,2015-06-16,7371,711,1,1,0,0,1,1,7250.0,12.0,2013.0,0,0.0,0.0,None,2015,6,16,25
582,2,2015-06-16,9243,1042,1,1,0,0,1,1,120.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
583,2,2015-06-16,4781,465,1,1,0,0,1,1,2640.0,11.0,2002.0,0,0.0,0.0,None,2015,6,16,25
584,2,2015-06-16,6958,524,1,1,0,0,4,1,1360.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,6,16,25
585,2,2015-06-16,5411,820,1,1,0,0,4,3,440.0,4.0,2014.0,0,0.0,0.0,None,2015,6,16,25
586,2,2015-06-16,17287,2477,1,1,0,0,1,3,250.0,10.0,2008.0,0,0.0,0.0,None,2015,6,16,25
587,2,2015-06-16,12255,806,1,1,0,0,4,3,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
588,2,2015-06-16,6428,657,1,1,0,0,4,3,15720.0,3.0,2010.0,0,0.0,0.0,None,2015,6,16,25
589,2,2015-06-16,7156,627,1,1,0,0,1,3,360.0,0.0,0.0,1,18.0,2013.0,"Feb,May,Aug,Nov",2015,6,16,25
590,2,2015-06-16,5775,393,1,1,0,0,4,3,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,16,25
591,2,2015-06-16,7411,607,1,1,0,0,1,3,3340.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
592,2,2015-06-16,5816,638,1,1,0,0,1,1,2540.0,6.0,2005.0,0,0.0,0.0,None,2015,6,16,25
593,2,2015-06-16,10857,1284,1,1,0,0,1,3,33060.0,3.0,2010.0,0,0.0,0.0,None,2015,6,16,25
594,2,2015-06-16,5440,534,1,1,0,0,1,1,1790.0,10.0,2011.0,0,0.0,0.0,None,2015,6,16,25
595,2,2015-06-16,19106,1948,1,1,0,0,3,3,1130.0,6.0,2015.0,0,0.0,0.0,None,2015,6,16,25
596,2,2015-06-16,4958,695,1,1,0,0,3,1,290.0,9.0,2006.0,0,0.0,0.0,None,2015,6,16,25
597,2,2015-06-16,5797,802,1,1,0,0,1,1,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
598,2,2015-06-16,7241,851,1,1,0,0,3,1,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
599,2,2015-06-16,10236,838,1,1,0,0,4,3,580.0,11.0,2014.0,0,0.0,0.0,None,2015,6,16,25
600,2,2015-06-16,7802,630,1,1,0,0,4,3,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,6,16,25
601,2,2015-06-16,5699,425,1,1,0,0,4,1,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
602,2,2015-06-16,8428,700,1,1,0,0,1,1,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,16,25
603,2,2015-06-16,9956,1218,1,1,0,0,1,1,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
604,2,2015-06-16,8936,567,1,1,0,0,4,1,10950.0,3.0,2014.0,0,0.0,0.0,None,2015,6,16,25
605,2,2015-06-16,9572,551,1,1,0,0,4,1,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
606,2,2015-06-16,7193,705,1,1,0,0,1,1,2260.0,11.0,2007.0,0,0.0,0.0,None,2015,6,16,25
607,2,2015-06-16,5940,528,1,1,0,0,1,1,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
608,2,2015-06-16,13902,1205,1,1,0,0,1,3,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
609,2,2015-06-16,5312,571,1,1,0,0,1,1,2070.0,9.0,2007.0,0,0.0,0.0,None,2015,6,16,25
610,2,2015-06-16,5557,640,1,1,0,0,1,1,660.0,1.0,2007.0,0,0.0,0.0,None,2015,6,16,25
611,2,2015-06-16,7158,549,1,1,0,0,1,1,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
612,2,2015-06-16,7266,409,1,1,0,0,4,3,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,16,25
613,2,2015-06-16,6976,949,1,1,0,0,3,1,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
614,2,2015-06-16,7073,937,1,1,0,0,1,1,1160.0,12.0,2012.0,0,0.0,0.0,None,2015,6,16,25
615,2,2015-06-16,11523,1344,1,1,0,0,4,1,730.0,8.0,2007.0,0,0.0,0.0,None,2015,6,16,25
616,2,2015-06-16,10657,973,1,1,0,0,1,3,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,6,16,25
617,2,2015-06-16,8008,662,1,1,0,0,1,3,8940.0,0.0,0.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,16,25
618,2,2015-06-16,8752,603,1,1,0,0,4,3,9910.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
619,2,2015-06-16,5807,518,1,1,0,0,1,1,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,6,16,25
620,2,2015-06-16,9509,845,1,1,0,0,4,3,5440.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,16,25
621,2,2015-06-16,7272,913,1,1,0,0,1,1,30.0,7.0,2002.0,0,0.0,0.0,None,2015,6,16,25
622,2,2015-06-16,4874,448,1,1,0,0,1,3,75860.0,0.0,0.0,0,0.0,0.0,None,2015,6,16,25
623,2,2015-06-16,9655,1021,1,1,0,0,1,1,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,16,25
624,2,2015-06-16,8095,748,1,1,0,0,1,3,6920.0,9.0,2011.0,0,0.0,0.0,None,2015,6,16,25
625,2,2015-06-16,9117,754,1,1,0,0,1,1,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,6,16,25
