Store,DayOfWeek,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Day
184,3,0,0,0,4,3,3560.0,2014,3,26
174,1,0,0,0,1,1,13090.0,2014,3,24
730,6,0,0,0,3,1,1190.0,2013,3,9
1011,3,1,0,0,1,3,490.0,2013,2,20
442,5,1,0,0,3,1,500.0,2013,9,13
252,6,0,0,0,4,3,22330.0,2013,10,12
646,3,1,0,1,1,1,620.0,2014,3,5
400,6,0,0,0,1,1,70.0,2014,3,8
221,4,1,0,0,4,3,13530.0,2015,7,16
816,6,0,0,0,3,3,460.0,2015,5,16
553,2,0,0,0,3,1,3040.0,2013,7,9
388,2,1,0,0,1,1,2260.0,2013,3,5
242,4,0,0,0,4,1,6880.0,2015,7,9
128,6,0,0,0,4,3,2000.0,2014,3,22
331,6,0,0,0,1,3,670.0,2015,5,2
871,5,1,0,0,4,3,10620.0,2013,11,8
1095,5,0,0,1,1,1,690.0,2014,7,25
246,2,1,0,0,3,1,4660.0,2015,6,16
1091,1,1,0,0,1,3,9990.0,2015,3,2
204,2,1,0,0,1,1,5630.0,2014,5,20
1053,6,0,0,0,1,1,1710.0,2013,9,28
539,3,1,0,0,1,1,770.0,2015,5,6
156,1,0,0,0,1,1,2020.0,2015,1,19
364,4,1,0,0,1,3,13620.0,2015,6,18
112,2,0,0,0,1,1,1630.0,2015,4,21
921,6,0,0,0,1,1,840.0,2015,5,30
219,6,0,0,0,1,1,1640.0,2014,7,5
65,3,1,0,0,1,3,13840.0,2015,6,3
1009,4,1,0,0,1,1,230.0,2013,5,2
948,2,1,0,1,2,2,1430.0,2014,9,2
1037,4,1,0,0,1,3,150.0,2014,7,3
474,4,0,0,0,3,1,14810.0,2014,3,27
847,3,0,0,0,3,3,190.0,2013,12,11
452,5,0,0,0,1,3,1850.0,2014,9,12
812,1,1,0,0,4,1,2590.0,2014,3,3
89,4,1,0,0,1,1,2380.0,2014,4,3
780,1,1,0,0,1,1,18160.0,2014,12,15
929,2,0,0,0,1,3,4820.0,2013,10,29
599,4,1,0,0,4,3,580.0,2013,3,21
246,5,0,0,0,3,1,4660.0,2014,6,13
955,4,1,0,0,4,3,1690.0,2015,5,21
662,4,1,0,1,4,1,1070.0,2013,3,28
1006,2,0,0,0,3,3,3890.0,2014,10,14
776,6,0,0,0,3,1,700.0,2013,5,25
354,1,1,0,0,4,3,1500.0,2013,2,4
218,2,0,0,0,1,3,640.0,2014,4,8
421,2,1,0,0,3,3,3530.0,2014,12,16
587,1,0,0,0,4,3,330.0,2015,2,23
752,3,1,0,0,1,1,970.0,2014,6,4
907,5,0,0,1,1,3,250.0,2014,1,3
236,6,0,0,0,1,1,1000.0,2013,7,20
489,1,1,0,1,1,1,14960.0,2013,7,15
335,5,1,0,0,2,1,90.0,2014,5,23
1030,4,0,0,0,1,1,36410.0,2014,6,26
1022,3,1,0,0,1,3,1520.0,2014,8,20
308,4,0,0,0,1,1,1070.0,2013,5,23
749,1,0,0,0,1,1,3410.0,2015,6,8
603,6,0,0,0,1,1,340.0,2015,4,18
588,4,1,0,0,4,3,15720.0,2014,11,13
607,6,0,0,0,1,1,350.0,2014,11,15
562,6,0,0,0,2,3,1210.0,2015,4,11
884,6,0,0,0,4,3,7550.0,2015,5,30
767,6,0,0,0,1,3,13080.0,2014,9,13
104,3,1,0,0,1,1,390.0,2015,5,20
443,2,0,0,0,4,1,11400.0,2015,5,12
179,5,0,0,0,1,3,480.0,2015,5,29
178,6,0,0,0,4,1,1710.0,2013,9,7
874,6,0,0,1,1,1,3210.0,2015,3,28
323,3,0,0,1,4,3,8400.0,2013,7,24
504,1,1,0,0,3,3,820.0,2014,7,14
441,1,0,0,1,4,1,2530.0,2014,7,7
274,7,0,0,0,2,2,3640.0,2014,10,19
802,2,1,0,0,1,3,910.0,2013,3,19
76,6,0,0,0,4,3,19960.0,2015,6,27
902,5,1,0,0,1,1,310.0,2013,5,3
874,4,1,0,0,1,1,3210.0,2013,2,21
1105,1,1,0,0,3,3,330.0,2014,9,1
317,6,0,0,0,4,1,3140.0,2013,2,9
1001,5,1,0,0,3,1,19640.0,2013,9,27
671,4,0,0,1,1,3,2070.0,2013,9,5
159,3,1,0,0,4,1,8530.0,2013,9,25
405,5,0,0,0,1,1,1080.0,2014,6,27
561,3,0,0,0,4,1,14300.0,2013,5,22
207,3,1,0,0,1,1,6870.0,2014,5,7
262,7,0,0,0,2,1,1180.0,2014,9,7
1018,2,1,0,0,3,3,140.0,2014,9,2
449,6,0,0,0,1,3,120.0,2015,5,23
400,4,0,0,0,1,1,70.0,2015,1,22
37,3,0,0,1,3,1,4230.0,2015,2,11
194,6,0,0,0,4,3,16970.0,2014,12,20
597,2,1,0,0,1,1,150.0,2013,1,22
439,2,0,0,1,1,1,1350.0,2014,8,12
8,1,1,0,0,1,1,7520.0,2015,3,16
554,1,1,0,1,3,3,1200.0,2014,7,14
135,2,1,0,0,4,1,5190.0,2013,10,8
946,1,0,0,1,1,1,2220.0,2013,7,22
521,3,0,0,0,4,1,18610.0,2013,10,30
773,1,1,0,0,1,1,200.0,2014,9,29
726,2,0,0,0,1,3,40540.0,2013,5,7
1063,1,1,0,1,1,3,6250.0,2014,3,3
31,3,1,0,0,4,3,9800.0,2015,4,29
436,6,0,0,0,4,1,2300.0,2013,6,29
266,5,1,0,0,1,3,360.0,2013,5,17
319,5,0,0,0,1,3,570.0,2014,7,11
496,3,0,0,0,4,3,2780.0,2015,6,24
198,5,1,0,0,1,1,290.0,2013,9,13
14,5,0,0,0,1,1,1300.0,2013,2,15
106,5,1,0,0,1,1,1390.0,2015,6,19
501,3,1,0,0,1,3,1620.0,2014,4,2
600,4,0,0,0,4,3,17340.0,2013,8,22
1062,4,1,0,0,4,1,190.0,2013,6,6
938,6,0,0,0,1,1,2820.0,2014,5,10
227,1,1,0,1,1,1,2370.0,2014,7,28
19,2,1,0,0,1,3,3240.0,2014,6,17
696,3,1,0,0,1,3,430.0,2015,5,6
171,4,1,0,0,1,1,2640.0,2014,10,2
344,6,0,0,0,1,3,300.0,2013,3,9
850,5,1,0,0,4,1,1120.0,2014,11,28
471,6,0,0,0,4,1,5300.0,2015,4,4
292,5,1,0,0,1,1,1100.0,2014,6,20
715,6,0,0,0,1,1,14810.0,2014,1,11
686,5,0,0,1,1,1,20050.0,2013,8,9
17,2,0,0,0,1,1,50.0,2014,5,27
531,1,0,0,1,1,3,4030.0,2013,9,30
19,6,0,0,0,1,3,3240.0,2014,6,21
552,4,0,0,0,1,1,4260.0,2013,11,28
792,3,1,0,0,4,1,17280.0,2014,4,2
314,1,0,0,0,1,1,3560.0,2015,6,22
351,4,1,0,0,1,1,5290.0,2015,4,16
959,2,1,0,0,1,3,1060.0,2015,3,17
766,4,1,0,0,4,3,9820.0,2013,3,21
398,2,0,0,0,3,3,1540.0,2014,1,14
697,5,0,0,1,4,1,3780.0,2014,4,25
162,4,0,0,0,4,3,5340.0,2015,7,9
707,5,1,0,0,1,3,2900.0,2014,5,9
667,4,1,0,0,4,3,2870.0,2015,4,30
949,5,1,0,0,1,1,870.0,2013,9,13
248,3,0,0,1,1,3,340.0,2013,4,3
1000,3,1,0,0,1,3,2230.0,2013,3,20
605,4,1,0,0,4,1,10310.0,2013,5,16
1054,5,0,0,1,1,3,13190.0,2013,1,4
573,2,1,0,0,1,1,1190.0,2015,7,28
1014,6,0,0,0,1,3,210.0,2013,8,24
502,6,0,0,0,1,1,220.0,2014,2,15
449,4,1,0,0,1,3,120.0,2013,4,25
825,5,0,0,0,1,1,380.0,2013,2,1
405,4,1,0,0,1,1,1080.0,2015,5,21
834,6,0,0,0,1,1,3470.0,2013,11,30
6,2,0,0,0,1,1,310.0,2014,3,11
781,4,1,0,0,1,1,630.0,2015,3,5
134,2,0,0,0,1,1,1200.0,2014,10,14
59,5,0,0,1,1,3,2840.0,2013,8,23
1045,6,0,0,0,1,3,26990.0,2013,9,28
556,4,1,0,0,4,3,1140.0,2014,11,6
849,5,0,0,0,3,3,5000.0,2014,6,27
715,3,0,0,1,1,1,14810.0,2013,7,24
27,1,0,0,0,1,1,60.0,2015,1,19
508,2,1,0,1,1,3,1280.0,2015,7,14
268,2,1,0,1,1,1,4520.0,2015,2,3
494,5,0,0,1,2,1,1260.0,2015,4,10
68,2,1,0,0,1,3,250.0,2014,3,18
557,2,0,0,0,1,1,250.0,2013,10,1
628,6,0,0,1,1,3,2180.0,2015,7,25
157,4,1,0,0,1,3,2950.0,2014,12,4
23,6,0,0,0,4,1,4060.0,2013,4,6
202,1,0,0,0,4,3,5140.0,2013,12,9
973,5,0,0,0,4,3,330.0,2013,5,24
435,2,1,0,1,1,1,910.0,2015,7,28
169,6,0,0,0,4,1,980.0,2013,9,21
685,4,1,0,0,1,1,650.0,2014,12,18
122,4,1,0,0,1,3,58260.0,2013,1,10
98,5,1,0,0,4,3,15140.0,2013,2,22
1090,5,1,0,0,1,1,330.0,2013,3,22
884,3,0,0,0,4,3,7550.0,2015,3,25
722,1,1,0,0,1,1,50.0,2014,7,14
1095,1,0,0,0,1,1,690.0,2013,9,2
1082,1,0,0,0,3,1,440.0,2015,6,22
946,6,0,0,0,1,1,2220.0,2013,3,23
470,1,1,0,0,1,3,50.0,2013,1,21
1099,3,1,0,0,1,3,200.0,2015,6,3
87,5,1,0,0,1,1,560.0,2013,11,22
77,5,1,0,0,4,3,1090.0,2014,11,28
357,4,1,1,0,1,1,2060.0,2013,5,30
651,5,1,0,1,1,1,200.0,2014,8,8
1031,2,1,0,1,4,1,590.0,2013,3,26
674,2,0,0,0,1,1,2640.0,2014,5,27
453,2,1,0,0,1,3,75860.0,2014,2,18
992,2,0,0,0,1,1,2480.0,2015,2,10
1005,4,0,0,0,1,1,6480.0,2014,3,13
1078,4,0,0,0,4,3,670.0,2014,11,20
799,1,0,0,0,1,3,2700.0,2013,7,8
166,1,1,0,0,1,3,100.0,2014,9,29
887,3,0,0,1,4,1,19700.0,2014,4,23
570,4,1,0,0,1,1,180.0,2013,9,12
720,5,0,0,0,1,3,15320.0,2014,2,28
251,3,0,0,1,1,3,340.0,2013,4,3
551,5,0,0,0,1,3,2190.0,2014,1,31
709,3,0,0,0,1,1,500.0,2015,6,10
684,6,0,0,0,4,3,680.0,2013,8,24
230,2,0,0,0,4,3,6680.0,2014,5,27
1090,3,1,0,0,1,1,330.0,2013,8,28
1069,1,1,0,0,1,3,18050.0,2013,9,23
524,2,1,0,0,1,3,40860.0,2014,3,4
853,2,0,0,0,1,1,14040.0,2015,2,24
218,1,0,0,0,1,3,640.0,2013,7,22
170,4,0,0,0,1,1,1070.0,2013,11,28
914,1,1,0,0,3,3,2640.0,2013,1,21
195,3,0,0,0,1,3,220.0,2013,9,18
67,1,0,0,0,1,3,410.0,2013,1,28
235,2,1,0,1,1,1,5710.0,2013,7,30
338,6,0,0,0,1,3,1590.0,2014,5,31
6,4,1,0,0,1,1,310.0,2014,10,9
867,3,0,0,0,4,3,21810.0,2013,10,30
723,6,0,0,1,4,3,5650.0,2013,7,27
1035,5,0,0,0,1,1,27150.0,2013,10,18
926,1,1,0,0,4,3,5150.0,2015,6,15
936,4,1,0,0,1,1,580.0,2015,3,5
280,4,0,0,1,4,3,18640.0,2013,4,4
164,5,1,0,0,1,1,1160.0,2013,5,17
444,4,1,0,0,3,1,1700.0,2015,1,29
776,6,0,0,0,3,1,700.0,2014,2,1
705,2,0,0,0,1,1,4140.0,2014,4,8
156,2,0,0,0,1,1,2020.0,2013,1,15
801,2,1,0,0,4,1,48330.0,2013,5,14
8,2,1,0,0,1,1,7520.0,2015,3,3
1006,6,0,0,0,3,3,3890.0,2014,2,15
938,1,0,0,0,1,1,2820.0,2014,1,27
251,5,1,0,0,1,3,340.0,2015,1,30
214,1,0,0,0,4,1,8650.0,2013,10,14
62,2,0,0,0,1,1,2050.0,2013,10,1
204,6,0,0,0,1,1,5630.0,2014,3,29
928,6,0,0,0,4,3,1090.0,2014,5,17
515,1,1,0,0,4,3,11260.0,2013,2,18
179,1,1,0,0,1,3,480.0,2014,6,16
193,5,1,0,1,1,1,520.0,2014,8,1
122,1,1,0,1,1,3,58260.0,2014,10,20
101,4,1,0,0,4,3,2440.0,2014,6,5
366,2,0,0,1,4,3,6470.0,2013,8,20
255,2,1,0,0,3,3,4630.0,2014,4,29
845,3,1,0,0,4,1,7860.0,2014,3,5
122,7,0,0,0,1,3,58260.0,2015,5,10
324,2,1,0,0,1,1,13140.0,2014,3,4
368,6,0,0,0,4,3,1450.0,2013,7,27
1042,3,1,0,1,1,1,3440.0,2013,10,23
692,2,1,0,0,1,1,40.0,2014,6,3
235,1,0,0,0,1,1,5710.0,2013,9,16
892,2,0,0,1,1,1,19370.0,2014,10,28
986,1,0,0,1,1,1,620.0,2013,8,19
936,4,1,0,0,1,1,580.0,2013,11,7
57,2,1,0,0,4,3,420.0,2013,5,14
263,5,1,0,0,1,3,1140.0,2013,5,17
35,2,1,0,0,4,3,7660.0,2014,4,29
286,2,0,0,0,1,1,1460.0,2014,12,9
991,4,0,0,0,1,1,1010.0,2014,2,13
556,4,1,0,0,4,3,1140.0,2013,5,2
799,1,0,0,0,1,3,2700.0,2014,1,13
148,6,0,0,0,1,1,2090.0,2014,1,25
798,5,0,0,0,1,1,9560.0,2013,3,15
583,4,1,0,1,1,1,2640.0,2014,8,7
527,2,1,0,0,4,3,5830.0,2013,1,8
473,6,0,0,0,1,1,50.0,2013,8,24
530,2,1,0,0,1,3,18160.0,2013,3,19
932,5,0,0,0,1,1,15700.0,2013,2,1
257,5,0,0,1,1,1,420.0,2015,7,24
789,2,1,0,0,1,3,9770.0,2013,11,5
550,2,1,0,1,4,3,50.0,2013,7,16
528,2,0,0,1,1,3,20620.0,2014,8,12
24,6,0,0,0,1,3,4590.0,2013,2,23
569,3,0,0,0,1,1,1340.0,2015,2,11
638,1,0,0,0,4,1,10170.0,2013,2,25
399,5,1,0,0,1,1,5360.0,2015,5,8
353,3,0,0,0,2,2,900.0,2015,5,13
319,1,0,0,0,1,3,570.0,2015,5,11
494,4,1,0,0,2,1,1260.0,2015,1,15
791,6,0,0,0,1,1,5950.0,2015,5,9
640,4,1,0,0,4,3,8040.0,2013,3,7
505,3,0,0,0,1,1,350.0,2015,5,13
902,6,0,0,0,1,1,310.0,2013,3,9
821,3,1,0,1,1,1,1700.0,2015,2,4
462,1,0,0,0,1,1,44320.0,2015,6,8
315,4,0,0,0,1,3,38710.0,2013,6,13
928,2,1,0,1,4,3,1090.0,2015,7,14
188,6,0,0,0,4,1,850.0,2013,3,9
198,4,0,0,0,1,1,290.0,2015,7,9
164,4,0,0,1,1,1,1160.0,2013,5,23
968,6,0,0,0,3,1,1190.0,2013,2,2
867,3,1,0,1,4,3,21810.0,2013,3,27
260,6,0,0,0,1,1,540.0,2015,5,30
487,6,0,0,0,4,3,2180.0,2014,2,22
4,1,1,0,0,3,3,620.0,2014,6,2
903,3,1,0,1,4,3,7290.0,2013,7,31
991,6,0,0,0,1,1,1010.0,2014,3,22
230,2,1,0,1,4,3,6680.0,2014,7,15
280,1,0,0,0,4,3,18640.0,2013,11,25
670,2,1,0,0,1,1,2060.0,2013,3,19
747,1,0,0,0,3,3,45740.0,2013,9,16
344,2,0,0,0,1,3,300.0,2015,6,9
632,2,1,0,0,1,1,3350.0,2014,3,18
289,2,0,0,0,4,1,6540.0,2013,5,7
250,1,1,0,1,4,1,3520.0,2014,8,18
740,6,0,0,0,4,1,6400.0,2015,1,17
189,5,1,0,0,4,1,5760.0,2013,1,11
93,1,0,0,0,1,1,16690.0,2015,1,19
878,2,0,0,0,4,3,1100.0,2013,10,15
484,2,0,0,0,1,3,14300.0,2013,3,12
345,4,1,0,0,1,1,120.0,2014,5,8
300,4,1,0,0,1,3,120.0,2013,3,21
349,3,0,0,0,3,3,1490.0,2015,3,25
694,4,1,0,0,1,3,460.0,2014,3,20
299,1,0,0,0,4,3,38630.0,2013,3,11
297,3,0,0,0,1,1,2300.0,2014,4,9
333,2,1,0,0,1,3,3720.0,2013,3,26
384,3,0,0,1,1,3,130.0,2014,4,23
94,6,0,0,0,4,3,14620.0,2015,7,11
1023,3,0,0,0,3,1,3740.0,2013,4,17
622,5,1,0,0,1,3,75860.0,2014,11,28
1095,6,0,0,0,1,1,690.0,2013,10,5
1114,3,1,0,0,1,3,870.0,2014,6,18
237,1,1,0,0,1,1,1420.0,2013,5,13
728,4,0,0,0,4,1,13990.0,2014,11,20
7,3,0,0,0,1,3,24000.0,2013,3,13
443,3,0,0,1,4,1,11400.0,2014,8,13
1103,2,1,0,1,4,3,1340.0,2014,7,29
948,4,1,0,0,2,2,1430.0,2013,6,20
321,5,0,0,0,3,3,8140.0,2014,6,27
279,1,1,0,0,4,3,2320.0,2015,1,12
712,5,1,0,0,1,1,4870.0,2015,1,16
1054,1,0,0,1,1,3,13190.0,2013,12,30
496,3,1,0,0,4,3,2780.0,2013,11,20
757,3,1,0,0,1,3,3450.0,2013,5,15
118,2,1,0,0,4,3,3580.0,2014,1,7
649,4,1,0,0,1,1,14570.0,2014,2,20
99,5,0,0,0,3,3,2030.0,2013,11,29
669,3,1,0,0,4,1,17080.0,2015,7,15
1030,2,1,0,1,1,1,36410.0,2014,9,2
718,6,0,0,0,1,1,1100.0,2013,3,9
306,2,1,0,0,1,1,5100.0,2014,2,4
168,6,0,0,0,1,1,12540.0,2014,1,11
345,1,1,0,0,1,1,120.0,2014,4,28
458,4,1,0,0,3,1,3390.0,2014,9,18
856,1,0,0,1,1,1,3020.0,2014,12,22
54,3,1,0,0,4,3,7170.0,2013,4,24
441,4,0,0,0,4,1,2530.0,2014,4,10
989,3,0,0,0,1,1,1640.0,2013,1,16
868,2,0,0,0,4,3,1360.0,2014,2,11
139,3,1,0,0,1,1,1700.0,2015,4,29
501,1,1,0,0,1,3,1620.0,2014,1,20
1048,3,0,0,1,4,3,1860.0,2013,6,26
470,6,0,0,0,1,3,50.0,2013,2,23
448,4,1,0,0,1,3,3970.0,2013,6,6
24,2,0,0,0,1,3,4590.0,2015,2,24
867,7,0,0,0,4,3,21810.0,2013,7,14
658,1,0,0,0,4,3,520.0,2013,10,14
1032,1,0,0,1,4,3,270.0,2013,12,30
527,5,1,0,0,4,3,5830.0,2015,2,6
1029,2,0,0,0,1,1,1590.0,2013,6,11
979,6,0,0,0,1,3,2270.0,2015,7,18
331,3,1,0,0,1,3,670.0,2014,9,17
813,1,0,0,0,1,1,1560.0,2015,7,6
303,6,0,0,0,1,1,15430.0,2014,2,22
199,1,0,0,0,4,3,6360.0,2014,3,10
648,3,1,0,0,4,1,2130.0,2015,5,6
142,6,0,0,0,1,1,1090.0,2013,10,26
1016,6,0,0,0,3,3,550.0,2013,12,21
619,4,1,0,0,1,1,1600.0,2013,2,21
949,3,1,0,0,1,1,870.0,2013,9,11
445,6,0,0,0,1,1,240.0,2013,3,9
31,1,1,0,1,4,3,9800.0,2014,8,18
276,6,0,0,0,1,1,2960.0,2013,3,30
243,6,0,0,0,1,1,310.0,2014,1,25
843,1,0,0,0,3,1,60.0,2014,3,24
324,6,0,0,0,1,1,13140.0,2013,6,8
273,1,1,0,1,1,3,8480.0,2015,7,13
813,2,0,0,1,1,1,1560.0,2013,12,31
365,6,0,0,0,3,1,2410.0,2013,6,8
561,2,0,0,0,4,1,14300.0,2013,10,15
360,1,1,0,1,1,1,2040.0,2013,2,4
850,6,0,0,0,4,1,1120.0,2015,5,30
274,3,1,0,1,2,2,3640.0,2014,1,8
707,3,0,0,1,1,3,2900.0,2015,4,8
457,1,0,0,0,4,3,13140.0,2013,1,14
533,4,1,0,0,1,3,5950.0,2013,12,19
678,1,1,0,0,3,1,3250.0,2015,3,2
98,6,0,0,0,4,3,15140.0,2014,4,5
863,4,1,0,0,1,3,21370.0,2014,11,27
780,2,1,0,0,1,1,18160.0,2014,6,17
814,2,0,0,0,4,3,24530.0,2014,6,24
406,6,0,0,0,4,3,8240.0,2015,2,21
1061,6,0,0,0,4,3,8110.0,2015,6,20
377,6,0,0,0,1,3,100.0,2013,12,28
533,6,0,0,0,1,3,5950.0,2015,2,14
510,6,0,0,0,1,3,8260.0,2014,7,12
58,3,0,0,0,1,3,7340.0,2014,5,14
197,4,1,0,0,3,1,4210.0,2014,12,18
720,4,0,0,0,1,3,15320.0,2013,6,13
141,6,0,0,0,3,3,1540.0,2013,8,10
1067,2,1,0,0,4,3,12020.0,2013,11,5
756,4,1,0,0,1,3,50.0,2013,1,24
702,2,0,0,1,1,1,8550.0,2013,12,24
759,2,1,0,1,1,1,110.0,2014,7,15
958,2,1,0,1,1,1,440.0,2015,7,28
430,4,1,0,1,4,3,12870.0,2013,8,29
