Store,DayOfWeek,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Day
443,2,0,0,0,4,1,11400.0,2014,7,8
580,3,0,0,0,1,3,170.0,2013,11,13
118,3,0,0,0,4,3,3580.0,2013,10,30
666,1,0,0,0,3,3,2700.0,2015,3,9
394,2,0,0,1,4,1,10850.0,2013,12,24
202,2,1,0,0,4,3,5140.0,2013,3,5
273,2,0,0,1,1,3,8480.0,2014,7,8
625,5,1,0,0,1,1,1170.0,2013,7,19
196,1,0,0,0,3,1,3850.0,2015,3,23
170,2,1,0,0,1,1,1070.0,2013,4,23
259,6,0,0,0,2,2,210.0,2015,2,14
766,3,1,0,0,4,3,9820.0,2013,3,6
585,1,1,0,0,4,3,440.0,2013,2,18
991,2,1,0,1,1,1,1010.0,2014,7,29
168,2,0,0,0,1,1,12540.0,2013,11,12
877,5,1,0,1,1,3,29190.0,2013,10,11
470,6,0,0,0,1,3,50.0,2014,7,26
826,1,1,0,0,1,3,7980.0,2013,7,1
728,1,1,0,0,4,1,13990.0,2013,12,16
202,5,0,0,1,4,3,5140.0,2013,10,18
375,6,0,0,0,1,3,15710.0,2013,6,8
483,5,0,0,1,1,3,2310.0,2013,1,4
125,2,0,0,0,1,1,760.0,2014,7,8
568,6,0,0,1,4,3,4270.0,2013,7,6
374,3,0,0,1,1,1,1150.0,2015,4,8
567,3,1,0,1,3,1,1010.0,2013,8,28
640,6,0,0,0,4,3,8040.0,2014,1,25
61,2,0,0,0,1,3,350.0,2015,7,21
1001,5,1,0,0,3,1,19640.0,2013,4,12
799,4,0,0,1,1,3,2700.0,2015,4,9
144,1,1,0,0,1,3,16570.0,2015,1,12
46,5,1,0,0,3,1,1200.0,2015,5,8
258,2,0,0,1,1,1,27190.0,2013,5,21
315,2,1,0,0,1,3,38710.0,2015,7,14
218,4,0,0,1,1,3,640.0,2013,8,8
829,5,0,0,1,3,1,110.0,2015,1,2
1112,6,0,0,0,3,3,1880.0,2015,5,16
563,2,1,0,1,1,1,700.0,2015,6,30
457,6,0,0,0,4,3,13140.0,2013,7,27
489,1,0,0,0,1,1,14960.0,2014,12,8
496,3,1,0,0,4,3,2780.0,2015,5,6
727,2,1,0,0,1,1,2050.0,2014,7,1
852,4,0,0,0,3,1,940.0,2014,2,13
646,1,0,0,0,1,1,620.0,2013,11,11
32,5,1,0,0,1,1,2910.0,2013,9,27
258,4,1,0,0,1,1,27190.0,2014,4,3
1030,6,0,0,0,1,1,36410.0,2014,12,27
437,4,1,0,0,3,3,430.0,2013,11,7
593,4,0,0,0,1,3,33060.0,2015,6,11
572,4,0,0,0,4,3,9230.0,2013,10,17
786,1,0,0,0,1,1,290.0,2014,9,22
737,1,0,0,0,1,1,100.0,2013,4,15
279,4,0,0,0,4,3,2320.0,2015,1,22
148,5,0,0,0,1,1,2090.0,2014,6,27
684,2,1,0,0,4,3,680.0,2013,6,18
88,5,1,0,0,1,1,10690.0,2014,3,21
111,4,1,0,0,4,3,7890.0,2013,4,25
945,2,0,0,0,1,3,12480.0,2013,5,7
54,3,1,0,0,4,3,7170.0,2014,1,8
938,6,0,0,0,1,1,2820.0,2013,11,23
355,2,1,0,0,1,3,9720.0,2013,8,13
507,4,1,0,0,1,3,9070.0,2014,12,4
258,3,1,0,1,1,1,27190.0,2014,6,18
125,4,0,0,1,1,1,760.0,2015,7,23
102,2,1,0,0,1,1,150.0,2014,5,20
899,5,1,0,0,4,1,2590.0,2013,4,26
178,4,0,0,1,4,1,1710.0,2013,4,4
544,3,0,0,0,1,1,250.0,2015,6,10
901,5,0,0,0,1,3,3170.0,2015,2,13
284,5,1,0,0,4,1,1290.0,2013,10,25
811,3,1,0,0,1,1,410.0,2013,12,18
1023,5,1,0,0,3,1,3740.0,2014,2,7
638,3,0,0,0,4,1,10170.0,2013,6,12
280,5,1,0,0,4,3,18640.0,2014,2,7
899,6,0,0,0,4,1,2590.0,2014,3,8
389,1,1,0,0,1,3,6690.0,2014,2,3
662,2,1,0,0,4,1,1070.0,2015,1,6
380,3,1,0,1,1,1,2240.0,2015,7,1
95,6,0,0,0,1,1,1890.0,2014,8,23
865,5,0,0,1,4,3,2640.0,2015,7,24
691,4,1,0,0,4,3,3030.0,2014,4,3
535,4,0,0,0,1,1,3570.0,2013,7,11
1,2,1,0,0,3,1,1270.0,2013,2,5
506,6,0,0,0,1,1,1850.0,2014,12,27
906,6,0,0,0,1,1,90.0,2015,4,18
901,3,1,0,0,1,3,3170.0,2014,4,2
798,4,1,1,0,1,1,9560.0,2013,5,30
1059,4,0,0,0,3,1,3380.0,2014,2,27
68,3,1,0,0,1,3,250.0,2013,8,14
1052,2,1,0,0,1,3,5080.0,2013,9,10
853,2,1,0,0,1,1,14040.0,2013,4,9
997,1,1,0,0,4,3,5840.0,2014,11,10
513,3,0,0,0,1,1,400.0,2015,4,22
436,1,1,0,0,4,1,2300.0,2015,1,5
646,3,1,0,0,1,1,620.0,2014,4,2
29,4,0,0,0,4,3,2170.0,2015,1,22
479,1,0,0,1,1,1,320.0,2014,12,29
537,4,0,0,0,1,1,600.0,2014,7,10
1069,3,0,0,0,1,3,18050.0,2014,4,9
1005,3,1,0,0,1,1,6480.0,2013,4,24
68,5,1,0,0,1,3,250.0,2013,12,6
580,6,0,0,0,1,3,170.0,2013,5,11
28,5,1,0,0,1,1,1200.0,2013,12,6
1045,7,0,0,0,1,3,26990.0,2015,4,26
1094,5,0,0,0,4,1,2380.0,2015,7,10
46,4,1,0,0,3,1,1200.0,2013,5,2
251,4,0,0,0,1,3,340.0,2014,9,25
760,6,0,0,0,1,1,560.0,2015,4,18
754,3,1,0,0,3,3,380.0,2014,7,16
313,1,0,0,0,4,3,14160.0,2014,3,10
802,2,0,0,0,1,3,910.0,2014,6,10
486,1,1,0,1,1,1,2320.0,2013,8,26
259,5,0,0,0,2,2,210.0,2015,2,27
212,1,1,0,0,1,3,15050.0,2013,8,26
674,5,1,0,0,1,1,2640.0,2013,7,19
830,3,1,0,0,1,3,6320.0,2015,4,1
185,1,1,0,0,4,3,1860.0,2015,6,29
604,4,0,0,0,4,1,10950.0,2014,4,10
1114,5,1,0,0,1,3,870.0,2015,1,9
308,2,1,0,0,1,1,1070.0,2015,2,17
47,4,0,0,0,1,3,270.0,2013,6,13
419,5,0,0,0,3,1,1620.0,2015,7,10
1045,6,0,0,0,1,3,26990.0,2013,2,2
723,3,0,0,0,4,3,5650.0,2015,5,13
402,1,0,0,0,3,3,5830.0,2014,6,23
851,2,1,0,0,4,3,2330.0,2015,5,5
946,1,1,0,1,1,1,2220.0,2015,1,5
627,1,1,0,1,3,3,3970.0,2014,7,28
343,3,0,0,0,4,1,18650.0,2013,2,27
666,5,0,0,0,3,3,2700.0,2013,1,18
414,1,1,0,0,4,3,6210.0,2015,3,2
615,6,0,0,0,4,1,730.0,2013,9,21
481,2,1,0,0,3,3,7470.0,2014,11,11
262,1,0,0,0,2,1,1180.0,2013,10,14
202,5,1,0,0,4,3,5140.0,2015,6,5
591,5,0,0,0,1,3,3340.0,2015,4,24
281,2,1,0,0,4,3,6970.0,2014,9,30
88,3,1,0,0,1,1,10690.0,2013,9,11
96,4,1,0,1,1,1,8780.0,2013,8,1
127,6,0,0,0,4,1,1350.0,2013,3,16
465,3,1,0,0,4,3,10890.0,2014,12,17
850,6,0,0,0,4,1,1120.0,2013,4,13
38,4,1,0,0,4,1,1090.0,2015,1,8
1018,3,0,0,1,3,3,140.0,2014,7,9
1049,5,0,0,1,1,1,370.0,2014,4,25
273,5,1,0,0,1,3,8480.0,2014,5,9
485,3,1,0,0,4,3,3270.0,2014,2,19
226,5,0,0,0,1,1,450.0,2013,2,1
386,5,1,0,0,4,3,1460.0,2014,11,28
407,5,1,0,0,1,1,5890.0,2013,1,25
478,5,1,0,0,4,3,1940.0,2015,1,30
995,6,0,0,0,4,1,6560.0,2014,4,19
196,3,1,0,0,3,1,3850.0,2014,4,2
110,4,1,0,0,1,3,46590.0,2013,6,20
262,1,1,0,1,2,1,1180.0,2015,3,2
318,1,0,0,1,4,3,32330.0,2013,12,23
931,3,1,0,1,1,3,1480.0,2015,7,29
161,5,0,0,0,1,3,2970.0,2015,3,27
242,6,0,0,0,4,1,6880.0,2015,2,14
970,5,0,0,0,1,1,910.0,2014,1,17
1034,3,1,0,0,1,1,13750.0,2014,7,16
180,1,0,0,0,4,1,5800.0,2013,9,16
288,5,0,0,0,4,1,800.0,2013,2,1
681,5,1,0,0,1,3,620.0,2014,12,19
369,2,1,0,0,4,3,5870.0,2013,12,3
130,6,0,0,0,3,1,900.0,2015,7,25
1033,4,1,0,0,1,1,7680.0,2014,12,4
289,6,0,0,0,4,1,6540.0,2014,3,29
373,2,1,0,0,4,3,11120.0,2015,7,14
602,3,0,0,1,1,1,2710.0,2013,1,2
189,6,0,0,0,4,1,5760.0,2014,9,6
1024,3,0,0,1,3,3,1990.0,2015,7,22
495,4,1,0,0,4,1,5470.0,2014,1,23
148,6,0,0,0,1,1,2090.0,2013,9,21
623,2,0,0,1,1,1,4080.0,2015,7,21
173,3,0,0,0,1,1,350.0,2013,1,30
774,3,1,0,0,1,3,640.0,2015,6,3
865,5,1,0,1,4,3,2640.0,2015,7,31
41,3,0,0,1,4,3,1180.0,2013,2,13
69,3,0,0,0,3,3,1130.0,2013,6,12
536,6,0,0,0,1,3,4700.0,2015,2,14
726,2,1,0,0,1,3,40540.0,2015,3,17
215,1,1,0,0,4,1,150.0,2013,9,23
64,1,0,0,0,4,3,22560.0,2014,10,27
1004,2,1,0,1,4,3,970.0,2013,5,28
991,2,0,0,0,1,1,1010.0,2013,10,15
49,2,0,0,0,4,3,18010.0,2014,5,27
1103,1,1,0,0,4,3,1340.0,2013,4,29
819,4,0,0,1,1,3,720.0,2014,1,2
615,5,1,0,0,4,1,730.0,2015,7,17
114,4,0,0,0,3,1,4510.0,2014,2,27
853,6,0,0,0,1,1,14040.0,2014,8,16
470,4,0,0,0,1,3,50.0,2013,4,18
147,4,1,0,1,4,3,8540.0,2013,8,29
734,2,0,0,0,1,1,220.0,2014,11,18
1019,1,1,0,0,4,3,2740.0,2013,3,4
403,6,0,0,0,1,1,4970.0,2014,8,23
943,5,0,0,0,4,3,18020.0,2015,4,24
997,5,0,0,0,4,3,5840.0,2014,5,16
809,5,0,0,0,1,1,12770.0,2013,9,6
958,3,0,0,0,1,1,440.0,2013,3,13
35,1,1,0,0,4,3,7660.0,2013,5,27
281,2,0,0,0,4,3,6970.0,2014,3,25
929,1,0,0,0,1,3,4820.0,2014,1,27
115,6,0,0,0,4,3,5740.0,2015,1,31
224,2,0,0,0,4,3,7930.0,2015,6,23
678,5,0,0,0,3,1,3250.0,2014,11,21
869,6,0,0,0,3,1,230.0,2014,10,4
119,5,1,0,0,1,3,2100.0,2015,5,22
141,3,1,0,0,3,3,1540.0,2015,7,29
855,2,0,0,0,1,1,3440.0,2013,10,1
117,5,0,0,0,1,1,3450.0,2013,4,19
666,4,0,0,0,3,3,2700.0,2014,2,27
1039,4,1,0,0,1,3,70.0,2015,4,30
594,2,1,0,0,1,1,1790.0,2014,11,11
188,5,0,0,0,4,1,850.0,2015,5,15
279,2,0,0,0,4,3,2320.0,2014,4,8
189,4,1,0,0,4,1,5760.0,2014,7,3
383,4,0,0,0,1,3,350.0,2015,2,12
106,5,0,0,0,1,1,1390.0,2014,4,11
940,4,0,0,0,4,3,6470.0,2013,1,31
769,2,0,0,0,2,2,840.0,2013,10,15
909,2,1,0,0,1,3,1680.0,2015,1,13
150,4,0,0,0,3,3,31830.0,2014,8,28
1095,5,1,0,0,1,1,690.0,2014,3,21
299,2,1,0,0,4,3,38630.0,2013,1,22
570,6,0,0,0,1,1,180.0,2014,3,1
261,6,0,0,0,4,3,15340.0,2014,5,10
639,3,0,0,0,1,1,7780.0,2014,10,29
777,1,0,0,0,4,3,8250.0,2014,5,12
755,2,1,0,0,4,3,13130.0,2014,9,2
554,5,1,0,0,3,3,1200.0,2015,1,30
735,2,0,0,0,4,3,1920.0,2015,4,21
347,2,1,0,0,4,3,9360.0,2014,1,7
892,4,1,0,0,1,1,19370.0,2015,5,21
667,4,0,0,0,4,3,2870.0,2013,10,31
1113,2,0,0,0,1,3,9260.0,2013,11,12
473,1,0,0,1,1,1,50.0,2014,10,13
479,5,0,0,1,1,1,320.0,2014,5,30
1043,2,0,0,0,3,1,420.0,2013,7,9
319,6,0,0,0,1,3,570.0,2013,6,1
286,6,0,0,0,1,1,1460.0,2014,6,14
466,3,1,0,1,1,3,3110.0,2015,7,1
780,5,1,0,0,1,1,18160.0,2015,5,8
83,3,0,0,0,1,1,2710.0,2013,12,11
1029,5,1,0,1,1,1,1590.0,2015,5,22
668,2,0,0,1,3,1,1270.0,2015,5,26
542,5,0,0,0,1,1,7280.0,2013,4,19
809,2,0,0,0,1,1,12770.0,2015,4,21
472,5,0,0,0,3,3,5030.0,2015,2,13
190,6,0,0,0,1,1,1470.0,2013,11,9
42,1,1,0,0,1,3,290.0,2015,5,18
415,4,1,0,0,4,3,6910.0,2014,7,3
654,1,0,0,0,3,1,6930.0,2014,9,8
1032,6,0,0,0,4,3,270.0,2013,11,9
1044,3,0,0,0,3,1,240.0,2014,10,15
326,3,0,0,0,4,1,10070.0,2014,2,26
579,1,0,0,0,3,1,20970.0,2014,2,24
240,4,0,0,0,1,1,1110.0,2014,1,16
769,3,1,0,0,2,2,840.0,2015,4,15
832,5,1,0,0,4,1,5070.0,2014,2,7
832,1,0,0,0,4,1,5070.0,2014,2,24
1031,4,1,0,0,4,1,590.0,2013,5,2
17,4,0,0,1,1,1,50.0,2013,7,25
251,3,0,0,1,1,3,340.0,2014,7,23
511,1,0,0,0,1,1,2060.0,2015,6,8
208,1,0,0,0,3,1,300.0,2013,9,16
273,6,0,0,0,1,3,8480.0,2014,9,27
173,4,1,0,0,1,1,350.0,2014,6,5
609,6,0,0,0,1,1,2070.0,2013,7,27
332,5,0,0,0,1,1,1840.0,2014,2,28
892,4,0,0,0,1,1,19370.0,2014,3,27
1078,2,0,0,1,4,3,670.0,2014,8,26
430,3,1,0,0,4,3,12870.0,2014,1,8
56,5,1,0,1,4,3,6620.0,2014,8,22
889,5,1,0,1,4,1,18670.0,2015,7,31
940,2,0,0,0,4,3,6470.0,2014,1,14
753,5,1,0,0,4,3,540.0,2014,11,7
918,3,1,0,0,1,3,18710.0,2014,12,17
917,6,0,0,0,1,1,7240.0,2013,7,20
173,4,0,0,1,1,1,350.0,2013,7,11
257,3,1,0,1,1,1,420.0,2014,8,20
616,1,0,0,0,1,3,3040.0,2013,1,14
854,4,1,0,0,3,1,4770.0,2013,3,7
148,3,1,0,1,1,1,2090.0,2013,7,17
39,3,1,0,0,1,1,260.0,2014,9,17
474,6,0,0,0,3,1,14810.0,2014,5,3
271,2,1,0,0,1,1,420.0,2015,6,16
732,7,0,0,0,1,3,35280.0,2014,3,30
230,6,0,0,0,4,3,6680.0,2013,10,26
168,5,0,0,0,1,1,12540.0,2014,3,14
92,5,1,0,0,3,1,240.0,2014,3,7
932,6,0,0,0,1,1,15700.0,2014,5,24
121,6,0,0,0,1,1,3570.0,2015,7,4
1047,1,0,0,0,1,1,3750.0,2014,9,8
332,5,0,0,0,1,1,1840.0,2014,12,12
357,3,0,0,0,1,1,2060.0,2015,7,8
239,5,0,0,0,4,3,610.0,2015,5,29
824,5,1,0,0,1,1,17570.0,2014,2,21
260,1,1,0,0,1,1,540.0,2013,4,29
342,3,1,0,1,4,3,15770.0,2015,6,3
960,6,0,0,0,4,1,8990.0,2015,2,7
351,3,0,0,0,1,1,5290.0,2013,5,8
676,2,1,0,0,2,2,1410.0,2014,11,11
770,2,1,0,1,1,3,100.0,2013,8,27
801,1,0,0,1,4,1,48330.0,2013,6,24
440,3,1,0,0,4,1,3900.0,2014,2,19
1025,2,1,0,0,1,1,720.0,2014,11,11
557,6,0,0,0,1,1,250.0,2015,7,11
981,5,0,0,0,4,3,2620.0,2014,3,14
879,1,1,0,0,4,1,75860.0,2013,4,29
238,2,0,0,0,1,1,320.0,2015,5,12
988,2,1,0,0,1,1,30.0,2015,6,16
807,6,0,0,0,1,1,3870.0,2013,5,18
297,2,1,0,0,1,1,2300.0,2014,12,16
854,3,1,0,0,3,1,4770.0,2015,3,4
448,1,0,0,0,1,3,3970.0,2015,3,23
846,1,1,0,0,1,3,8860.0,2015,1,26
883,2,1,0,0,1,1,3200.0,2013,7,2
438,5,1,0,0,4,3,1110.0,2014,11,7
1006,5,0,0,0,3,3,3890.0,2013,1,18
478,4,0,0,0,4,3,1940.0,2013,8,22
354,2,1,0,0,4,3,1500.0,2013,6,18
893,4,1,0,0,1,1,130.0,2014,3,20
411,2,1,0,0,4,3,8460.0,2014,7,1
2,3,1,0,1,1,1,570.0,2013,2,20
481,5,1,0,0,3,3,7470.0,2013,5,31
840,6,0,0,1,1,1,1070.0,2013,10,5
870,2,1,0,0,1,1,780.0,2015,3,3
703,5,1,0,0,1,1,80.0,2013,11,8
141,3,0,0,0,3,3,1540.0,2015,3,11
96,6,0,0,0,1,1,8780.0,2013,12,14
1113,3,0,0,1,1,3,9260.0,2014,12,31
689,2,1,0,0,4,1,15040.0,2014,6,17
924,5,1,0,0,1,1,6420.0,2015,3,6
875,6,0,0,0,4,1,5070.0,2013,11,30
312,3,0,0,1,4,1,11300.0,2014,4,23
1011,5,1,0,0,1,3,490.0,2014,9,5
320,4,0,0,1,1,3,210.0,2014,4,24
735,4,1,0,0,4,3,1920.0,2014,3,20
686,3,0,0,1,1,1,20050.0,2014,10,29
682,2,1,0,0,2,1,150.0,2014,12,2
842,2,1,0,0,4,3,1200.0,2014,6,3
383,6,0,0,0,1,3,350.0,2014,5,17
345,3,1,0,0,1,1,120.0,2015,3,4
125,2,0,0,0,1,1,760.0,2013,11,12
775,6,0,0,0,4,3,6970.0,2015,2,14
546,6,0,0,0,1,1,580.0,2013,2,16
768,5,1,0,0,1,3,2630.0,2014,6,20
504,4,1,0,0,3,3,820.0,2013,1,24
958,2,0,0,0,1,1,440.0,2014,8,26
324,4,1,0,1,1,1,13140.0,2015,2,5
230,1,0,0,0,4,3,6680.0,2013,11,25
885,3,1,0,0,1,1,480.0,2013,1,23
26,1,0,0,1,4,1,2300.0,2013,12,23
955,6,0,0,0,4,3,1690.0,2013,12,14
594,5,1,0,0,1,1,1790.0,2015,6,19
724,3,1,0,0,4,3,5900.0,2014,1,8
556,4,0,0,0,4,3,1140.0,2013,10,17
101,6,0,0,0,4,3,2440.0,2013,8,24
776,2,0,0,1,3,1,700.0,2014,12,23
951,2,0,0,1,4,3,710.0,2013,7,23
441,5,0,0,1,4,1,2530.0,2014,7,25
188,4,0,0,0,4,1,850.0,2014,3,27
246,6,0,0,0,3,1,4660.0,2014,8,30
323,3,1,0,0,4,3,8400.0,2013,4,24
82,3,1,0,0,1,1,22390.0,2013,11,6
625,2,1,0,1,1,1,1170.0,2013,7,30
1095,2,0,0,0,1,1,690.0,2013,2,12
970,1,1,0,0,1,1,910.0,2015,5,18
733,3,0,0,0,2,2,860.0,2015,5,27
145,5,1,0,0,1,1,280.0,2015,3,20
321,2,1,0,0,3,3,8140.0,2013,9,10
381,4,0,0,0,1,1,1800.0,2013,12,12
157,5,1,0,0,1,3,2950.0,2015,6,5
167,3,1,0,0,1,1,140.0,2014,11,12
711,4,1,0,1,4,1,17110.0,2013,8,29
7,1,1,0,0,1,3,24000.0,2014,6,30
838,6,0,0,0,4,3,6890.0,2015,5,30
1008,3,0,0,0,1,3,30.0,2014,9,10
984,4,1,0,0,3,1,440.0,2014,9,4
494,7,0,0,0,2,1,1260.0,2015,1,18
126,5,0,0,1,4,1,3370.0,2014,10,17
954,4,1,0,0,1,1,390.0,2013,7,18
881,6,0,0,0,1,1,180.0,2013,11,30
1067,2,1,0,0,4,3,12020.0,2015,1,27
836,4,1,0,0,1,1,2720.0,2013,4,11
273,1,1,0,0,1,3,8480.0,2014,11,3
734,2,0,0,1,1,1,220.0,2013,8,20
954,5,1,0,0,1,1,390.0,2014,3,21
625,6,0,0,0,1,1,1170.0,2013,2,23
937,6,0,0,1,4,1,2810.0,2015,1,3
430,3,0,0,0,4,3,12870.0,2013,5,8
38,2,1,0,1,4,1,1090.0,2014,1,7
1040,6,0,0,0,1,1,4030.0,2013,6,15
503,4,1,0,0,4,3,13080.0,2013,12,19
943,6,0,0,0,4,3,18020.0,2014,9,20
434,2,0,0,0,1,1,13020.0,2015,5,12
440,2,1,0,1,4,1,3900.0,2014,8,19
769,2,0,0,0,2,2,840.0,2013,4,16
900,3,1,0,0,1,1,3920.0,2013,6,5
954,4,0,0,1,1,1,390.0,2014,10,16
212,5,0,0,0,1,3,15050.0,2013,11,29
554,4,1,0,1,3,3,1200.0,2013,10,10
556,5,0,0,0,4,3,1140.0,2013,4,19
222,4,1,0,0,1,1,2170.0,2015,1,8
17,3,1,0,1,1,1,50.0,2013,3,27
953,3,1,0,1,1,1,19830.0,2014,8,20
928,3,1,0,1,4,3,1090.0,2013,8,28
562,3,0,0,0,2,3,1210.0,2013,10,30
480,6,0,0,0,1,1,300.0,2014,1,4
5,1,1,0,1,1,1,29910.0,2014,8,4
212,2,1,0,0,1,3,15050.0,2013,11,19
13,1,1,0,0,4,1,310.0,2015,1,12
1034,1,1,0,0,1,1,13750.0,2013,4,22
338,3,1,0,0,1,3,1590.0,2013,9,25
296,2,0,0,0,1,1,9580.0,2014,7,22
539,1,1,0,0,1,1,770.0,2013,11,18
370,1,1,0,1,4,1,8250.0,2013,10,21
252,2,0,0,1,4,3,22330.0,2015,7,7
915,4,0,0,1,4,3,650.0,2013,5,23
678,6,0,0,0,3,1,3250.0,2014,2,22
704,3,0,0,0,4,3,1910.0,2014,6,25
53,4,0,0,1,1,3,30360.0,2015,7,23
762,5,1,0,0,4,3,1280.0,2014,5,2
124,2,1,0,0,1,1,1410.0,2013,6,4
538,1,1,0,0,1,1,990.0,2013,5,13
42,6,0,0,0,1,3,290.0,2013,10,26
455,2,0,0,0,4,3,7660.0,2014,3,25
632,2,1,0,0,1,1,3350.0,2015,4,28
376,3,0,0,0,1,1,160.0,2013,3,13
652,4,0,0,0,1,1,20390.0,2013,6,27
722,1,1,0,0,1,1,50.0,2015,1,12
496,3,1,0,0,4,3,2780.0,2013,5,15
359,4,1,0,0,4,3,4370.0,2015,2,19
138,4,1,0,0,1,3,25360.0,2013,2,21
914,4,1,0,1,3,3,2640.0,2015,7,30
612,5,0,0,0,4,3,2490.0,2013,10,4
79,3,0,0,0,1,1,3320.0,2013,6,26
811,3,0,0,0,1,1,410.0,2014,8,27
106,5,1,0,0,1,1,1390.0,2014,4,4
483,2,0,0,0,1,3,2310.0,2013,10,1
153,1,1,0,0,1,1,16240.0,2013,7,15
1009,1,0,0,0,1,1,230.0,2015,3,23
332,2,1,0,0,1,1,1840.0,2015,4,28
949,1,1,0,0,1,1,870.0,2014,11,24
1112,1,0,0,1,3,3,1880.0,2015,7,6
241,6,0,0,0,4,3,780.0,2015,1,3
767,3,1,0,0,1,3,13080.0,2013,1,23
352,5,1,0,1,4,3,6360.0,2014,10,24
512,2,1,0,1,2,2,590.0,2013,3,26
1096,1,0,0,0,1,3,1130.0,2014,5,12
405,6,0,0,0,1,1,1080.0,2015,7,11
1002,4,0,0,0,4,3,1130.0,2014,4,10
652,6,0,0,0,1,1,20390.0,2013,3,23
619,5,0,0,0,1,1,1600.0,2013,7,26
669,2,1,0,1,4,1,17080.0,2014,6,17
295,2,1,0,0,1,1,210.0,2013,2,19
737,2,1,0,0,1,1,100.0,2013,12,17
146,4,1,0,0,4,3,8050.0,2014,9,4
17,3,1,0,0,1,1,50.0,2014,12,17
631,2,1,0,0,4,3,2870.0,2013,12,17
585,6,0,0,0,4,3,440.0,2015,6,20
1064,5,0,0,0,1,3,420.0,2013,6,14
855,6,0,0,0,1,1,3440.0,2013,3,2
843,2,1,0,0,3,1,60.0,2015,6,30
505,3,0,0,1,1,1,350.0,2013,10,30
929,4,1,0,0,1,3,4820.0,2013,1,24
1087,4,0,0,1,4,3,2210.0,2014,4,10
535,6,0,0,0,1,1,3570.0,2015,4,18
117,6,0,0,0,1,1,3450.0,2013,9,14
209,7,0,0,0,1,3,11680.0,2015,4,5
149,3,1,0,1,4,1,2610.0,2014,3,5
179,2,0,0,0,1,3,480.0,2013,7,9
180,4,1,0,0,4,1,5800.0,2014,3,20
126,5,1,0,0,4,1,3370.0,2014,12,19
68,3,0,0,0,1,3,250.0,2013,8,7
835,2,1,0,0,1,1,2890.0,2013,9,10
290,4,1,0,0,1,1,4150.0,2015,2,19
451,6,0,0,0,1,1,2460.0,2015,4,11
943,6,0,0,0,4,3,18020.0,2014,3,1
295,2,0,0,0,1,1,210.0,2013,12,10
