Store,DayOfWeek,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Day
1020,3,1,0,0,1,1,40.0,2013,4,24
212,1,0,0,0,1,3,15050.0,2015,3,9
27,4,1,0,0,1,1,60.0,2013,3,7
326,6,0,0,0,4,1,10070.0,2013,8,31
260,2,1,0,0,1,1,540.0,2013,4,9
198,3,1,0,0,1,1,290.0,2013,3,6
224,2,1,0,0,4,3,7930.0,2014,11,11
816,3,1,0,0,3,3,460.0,2014,6,4
381,5,0,0,0,1,1,1800.0,2015,1,23
1020,5,0,0,0,1,1,40.0,2015,7,10
679,1,1,0,1,1,1,4140.0,2014,4,14
768,3,0,0,1,1,3,2630.0,2014,4,23
558,4,1,0,0,1,1,3000.0,2015,3,19
536,6,0,0,0,1,3,4700.0,2014,10,11
839,2,0,0,0,3,1,240.0,2015,6,23
310,7,0,0,0,1,3,2290.0,2015,7,19
706,1,1,0,0,4,1,7830.0,2013,4,8
462,5,0,0,0,1,1,44320.0,2015,3,27
941,1,0,0,0,1,1,1200.0,2013,7,8
188,4,1,0,0,4,1,850.0,2015,3,5
309,6,0,0,0,4,1,8740.0,2014,7,12
48,1,1,0,0,1,1,1060.0,2014,11,10
591,6,0,0,0,1,3,3340.0,2013,2,9
207,1,0,0,1,1,1,6870.0,2014,7,21
980,4,1,0,0,1,1,4420.0,2013,7,18
135,6,0,0,1,4,1,5190.0,2013,7,6
791,3,1,0,0,1,1,5950.0,2013,1,23
1054,2,0,0,1,1,3,13190.0,2014,7,22
573,5,0,0,0,1,1,1190.0,2014,2,14
48,2,1,0,0,1,1,1060.0,2015,1,13
577,2,1,0,0,1,3,2270.0,2013,5,14
925,5,1,0,1,3,1,470.0,2013,5,31
1099,6,0,0,0,1,3,200.0,2015,5,9
899,6,0,0,0,4,1,2590.0,2013,5,18
640,3,1,0,0,4,3,8040.0,2013,11,6
542,3,0,0,0,1,1,7280.0,2014,2,12
811,1,0,0,0,1,1,410.0,2015,6,8
1108,3,0,0,0,1,1,540.0,2014,4,9
17,3,0,0,0,1,1,50.0,2014,11,19
920,6,0,0,0,1,1,850.0,2013,6,29
458,1,1,0,0,3,1,3390.0,2013,10,7
996,6,0,0,0,3,1,2870.0,2013,7,6
1077,3,1,0,1,1,1,3750.0,2013,7,31
217,1,1,0,1,3,1,3150.0,2014,8,18
990,5,0,0,0,4,1,20930.0,2013,1,4
242,6,0,0,0,4,1,6880.0,2014,6,14
192,4,1,0,1,4,3,2770.0,2015,4,2
694,6,0,0,0,1,3,460.0,2013,3,16
151,4,1,0,0,4,3,4360.0,2015,3,5
1085,6,0,0,0,3,1,4030.0,2014,3,29
718,4,1,0,0,1,1,1100.0,2014,5,22
767,1,0,0,0,1,3,13080.0,2014,6,23
427,6,0,0,0,1,3,70.0,2014,2,15
546,3,1,0,1,1,1,580.0,2015,2,4
188,5,0,0,0,4,1,850.0,2014,11,21
1106,4,1,0,1,1,3,5330.0,2013,3,28
806,1,1,0,0,4,1,260.0,2015,7,27
1057,6,0,0,0,4,3,3230.0,2014,12,13
317,6,0,0,0,4,1,3140.0,2014,1,25
576,2,0,0,1,3,1,50.0,2014,12,23
1020,5,1,0,0,1,1,40.0,2015,3,6
520,6,0,0,0,1,3,6900.0,2013,7,20
893,5,0,0,0,1,1,130.0,2015,3,13
792,2,1,0,0,4,1,17280.0,2013,12,17
672,1,0,0,0,3,1,240.0,2015,3,9
971,3,0,0,0,3,1,1140.0,2015,4,22
1036,6,0,0,0,4,3,9560.0,2015,3,7
39,6,0,0,0,1,1,260.0,2013,11,16
976,6,0,0,0,1,1,4180.0,2013,10,19
895,4,1,0,0,1,3,4150.0,2014,2,20
223,1,1,0,0,4,3,2920.0,2014,11,3
715,6,0,0,0,1,1,14810.0,2014,3,29
318,6,0,0,0,4,3,32330.0,2014,7,12
610,4,1,0,1,1,1,660.0,2013,3,28
809,4,1,0,0,1,1,12770.0,2014,2,20
931,5,1,0,0,1,3,1480.0,2013,1,25
763,4,1,0,0,4,3,32240.0,2015,3,5
513,3,1,0,0,1,1,400.0,2014,10,1
240,3,1,0,0,1,1,1110.0,2013,8,14
543,6,0,0,0,3,1,1080.0,2014,6,21
657,6,0,0,0,3,3,80.0,2014,6,28
721,2,1,0,0,1,3,3590.0,2015,5,19
44,6,0,0,0,1,1,540.0,2015,5,16
845,4,1,0,1,4,1,7860.0,2014,7,31
380,6,0,0,0,1,1,2240.0,2015,4,18
590,4,1,0,0,4,3,4520.0,2014,11,13
940,2,0,0,0,4,3,6470.0,2013,3,12
718,3,0,0,0,1,1,1100.0,2014,9,10
456,2,0,0,0,1,3,140.0,2015,2,24
779,4,1,0,0,1,1,16990.0,2014,2,6
580,4,0,0,0,1,3,170.0,2014,1,16
240,1,1,0,1,1,1,1110.0,2013,7,1
908,1,0,0,0,1,1,1980.0,2015,3,9
198,1,0,0,0,1,1,290.0,2014,3,10
885,1,0,0,0,1,1,480.0,2015,6,8
635,4,0,0,0,1,1,27530.0,2014,1,30
595,6,0,0,0,3,3,1130.0,2013,7,27
1059,6,0,0,0,3,1,3380.0,2015,1,24
447,4,1,0,1,1,3,1510.0,2015,7,30
578,4,1,0,0,4,1,12700.0,2014,1,23
345,1,1,0,0,1,1,120.0,2013,3,4
833,2,0,0,0,4,3,3290.0,2015,5,12
857,3,1,0,0,3,1,6270.0,2014,4,30
854,4,1,0,0,3,1,4770.0,2013,7,4
287,4,0,0,1,3,1,2740.0,2014,1,2
781,3,1,0,0,1,1,630.0,2014,5,7
750,2,1,0,0,4,1,8670.0,2015,6,16
608,4,1,0,0,1,3,18370.0,2015,4,30
737,6,0,0,0,1,1,100.0,2014,8,23
846,5,0,0,0,1,3,8860.0,2014,4,11
1070,4,0,0,0,3,3,400.0,2015,7,9
236,4,0,0,0,1,1,1000.0,2015,6,11
547,3,0,0,1,4,3,8990.0,2013,4,3
387,6,0,0,0,3,1,210.0,2014,7,26
509,6,0,0,0,1,1,4740.0,2014,5,17
4,1,0,0,0,3,3,620.0,2015,5,11
977,3,1,0,0,1,1,520.0,2013,1,9
518,2,1,0,0,4,3,3330.0,2015,4,14
1101,5,1,0,0,4,3,4060.0,2013,6,7
693,4,1,0,0,4,1,450.0,2013,9,26
421,1,0,0,0,3,3,3530.0,2014,3,10
210,1,0,0,1,4,1,970.0,2014,10,27
524,5,1,0,0,1,3,40860.0,2015,3,20
751,6,0,0,0,1,1,650.0,2014,11,22
957,1,0,0,0,4,3,1420.0,2013,1,14
925,3,1,0,0,3,1,470.0,2013,3,20
841,1,0,0,1,1,1,27650.0,2015,7,20
181,3,1,0,1,1,1,12610.0,2014,3,5
333,1,0,0,0,1,3,3720.0,2015,7,6
418,6,0,0,0,1,1,1060.0,2014,9,6
238,5,0,0,0,1,1,320.0,2014,9,12
511,4,1,0,1,1,1,2060.0,2014,4,3
880,2,1,0,0,1,3,4570.0,2015,5,5
205,4,1,0,1,1,1,110.0,2015,2,5
391,3,0,0,0,1,1,460.0,2014,11,19
926,5,1,0,0,4,3,5150.0,2014,2,7
920,1,1,0,0,1,1,850.0,2015,7,13
1060,6,0,0,0,1,3,3430.0,2014,8,16
205,6,0,0,0,1,1,110.0,2014,1,25
1115,3,0,0,0,4,3,5350.0,2013,11,27
471,2,1,0,0,4,1,5300.0,2013,3,19
801,4,1,0,0,4,1,48330.0,2014,9,4
5,4,1,0,1,1,1,29910.0,2014,7,31
894,4,1,0,0,1,1,190.0,2014,2,20
746,1,1,0,0,4,3,4330.0,2015,5,18
955,2,0,0,1,4,3,1690.0,2014,7,8
736,2,0,0,0,3,3,1650.0,2015,3,10
954,1,0,0,0,1,1,390.0,2013,2,25
492,2,0,0,0,1,1,1740.0,2015,2,10
984,1,1,0,1,3,1,440.0,2014,1,6
536,1,0,0,0,1,3,4700.0,2014,8,25
474,1,1,0,0,3,1,14810.0,2014,9,15
925,6,0,0,0,3,1,470.0,2015,2,21
221,3,0,0,0,4,3,13530.0,2014,2,12
167,2,0,0,1,1,1,140.0,2015,2,10
42,3,1,0,0,1,3,290.0,2014,12,17
436,3,0,0,0,4,1,2300.0,2015,2,25
739,5,1,0,0,4,3,2770.0,2014,5,9
862,1,1,0,0,1,3,2840.0,2013,9,9
537,5,1,0,1,1,1,600.0,2014,6,20
924,6,0,0,0,1,1,6420.0,2013,12,7
407,5,0,0,0,1,1,5890.0,2013,9,20
648,3,1,0,0,4,1,2130.0,2015,6,17
649,1,1,0,0,1,1,14570.0,2013,5,27
531,5,0,0,1,1,3,4030.0,2013,7,26
603,4,1,0,0,1,1,340.0,2013,10,10
311,1,0,0,0,1,3,680.0,2015,6,22
333,6,0,0,0,1,3,3720.0,2014,7,12
332,5,0,0,0,1,1,1840.0,2013,12,13
48,3,0,0,0,1,1,1060.0,2015,6,10
633,2,1,0,0,4,1,11640.0,2013,9,24
725,5,0,0,0,4,3,17540.0,2014,3,14
65,4,0,0,0,1,3,13840.0,2014,6,12
991,6,0,0,0,1,1,1010.0,2014,9,20
145,5,0,0,1,1,1,280.0,2013,2,15
1016,2,0,0,1,3,3,550.0,2014,12,23
612,4,0,0,1,4,3,2490.0,2015,5,28
371,4,0,0,0,4,3,1970.0,2015,3,26
244,2,1,0,0,4,1,710.0,2014,9,2
736,3,0,0,1,3,3,1650.0,2013,9,4
396,1,1,0,0,1,3,23130.0,2013,6,17
806,6,0,0,0,4,1,260.0,2014,3,29
55,4,1,0,1,1,1,720.0,2014,8,21
388,5,1,0,0,1,1,2260.0,2015,1,16
857,6,0,0,0,3,1,6270.0,2014,6,21
883,6,0,0,0,1,1,3200.0,2014,5,31
1058,1,1,0,0,1,3,180.0,2013,12,16
435,1,1,0,1,1,1,910.0,2014,4,14
468,1,0,0,0,3,3,5260.0,2015,1,19
921,3,1,0,0,1,1,840.0,2015,2,4
1089,4,1,0,0,4,1,5220.0,2014,11,27
678,1,1,0,0,3,1,3250.0,2014,9,1
526,2,0,0,0,1,1,120.0,2015,1,20
925,6,0,0,0,3,1,470.0,2014,10,4
675,2,1,0,0,1,1,2100.0,2015,4,14
596,6,0,0,0,3,1,290.0,2014,5,31
517,6,0,0,0,1,3,22490.0,2015,3,14
730,4,0,0,0,3,1,1190.0,2014,4,10
37,5,1,0,0,3,1,4230.0,2013,2,22
290,6,0,0,0,1,1,4150.0,2014,5,24
558,5,1,0,1,1,1,3000.0,2013,3,8
3,2,0,0,0,1,1,14130.0,2014,2,11
1083,6,0,0,0,4,3,11540.0,2013,6,8
432,5,0,0,0,1,1,810.0,2015,4,10
237,6,0,0,0,1,1,1420.0,2014,12,20
388,2,1,0,0,1,1,2260.0,2014,9,30
728,5,1,0,0,4,1,13990.0,2014,3,7
220,2,0,0,0,1,1,1000.0,2014,3,25
745,2,1,0,0,1,1,17650.0,2015,6,30
881,1,1,0,1,1,1,180.0,2014,7,28
916,4,0,0,0,1,1,90.0,2013,5,23
621,3,0,0,0,1,1,30.0,2013,11,13
632,6,0,0,0,1,1,3350.0,2013,2,16
898,1,0,0,0,1,1,18540.0,2014,5,12
549,4,1,0,0,1,3,2330.0,2014,4,3
973,1,0,0,0,4,3,330.0,2013,6,10
278,3,0,0,0,1,3,9260.0,2013,2,13
26,4,0,0,0,4,1,2300.0,2013,4,18
857,2,0,0,0,3,1,6270.0,2013,5,7
538,6,0,0,0,1,1,990.0,2014,8,23
912,2,1,0,0,3,3,3100.0,2015,1,27
75,1,0,0,1,4,3,22440.0,2013,10,14
163,1,1,0,1,1,1,1480.0,2014,7,28
506,2,1,0,0,1,1,1850.0,2013,11,19
109,6,0,0,0,1,3,3300.0,2013,5,25
733,3,1,0,0,2,2,860.0,2013,9,25
888,1,1,0,0,4,1,4450.0,2015,6,15
590,2,1,0,0,4,3,4520.0,2015,7,14
967,2,1,0,1,1,3,3560.0,2015,6,30
162,5,1,0,0,4,3,5340.0,2014,9,19
972,5,1,0,1,1,1,14960.0,2014,8,22
293,6,0,0,0,3,3,140.0,2013,4,6
274,1,0,0,0,2,2,3640.0,2015,7,20
522,3,0,0,1,4,3,7160.0,2015,4,8
896,1,0,0,0,1,3,170.0,2013,1,14
683,5,0,0,0,1,1,2850.0,2014,8,29
282,1,0,0,0,1,1,1220.0,2014,3,24
1091,3,1,0,0,1,3,9990.0,2015,3,4
85,1,1,0,0,2,1,1870.0,2015,3,2
510,3,1,0,0,1,3,8260.0,2015,5,6
29,1,0,0,0,4,3,2170.0,2014,1,13
358,4,1,0,0,1,1,2890.0,2014,12,18
973,3,0,0,1,4,3,330.0,2014,8,13
519,2,1,0,0,3,3,2510.0,2015,7,14
749,5,0,0,0,1,1,3410.0,2013,1,18
606,6,0,0,0,1,1,2260.0,2015,1,3
937,4,0,0,0,4,1,2810.0,2014,7,24
328,3,0,0,0,1,1,3130.0,2013,5,8
549,1,1,0,0,1,3,2330.0,2013,1,7
1099,2,1,0,1,1,3,200.0,2014,8,5
396,6,0,0,0,1,3,23130.0,2014,10,25
555,3,0,0,0,4,1,1560.0,2013,9,18
853,4,0,0,0,1,1,14040.0,2014,7,24
1062,3,0,0,0,4,1,190.0,2013,11,27
632,2,1,0,0,1,1,3350.0,2015,7,14
139,2,1,0,0,1,1,1700.0,2015,1,13
60,1,0,0,0,4,3,5540.0,2015,3,23
915,5,0,0,0,4,3,650.0,2013,7,12
703,6,0,0,0,1,1,80.0,2014,7,19
377,6,0,0,0,1,3,100.0,2013,2,16
202,5,1,0,0,4,3,5140.0,2015,7,17
703,6,0,0,0,1,1,80.0,2013,3,30
786,2,1,0,0,1,1,290.0,2013,12,17
175,1,0,0,0,3,1,4130.0,2013,10,28
48,6,0,0,0,1,1,1060.0,2015,6,6
751,5,1,0,0,1,1,650.0,2014,5,23
83,5,0,0,0,1,1,2710.0,2014,10,31
978,3,0,0,1,3,3,3890.0,2014,4,23
653,4,0,0,1,4,3,7520.0,2014,7,24
854,5,1,0,1,3,1,4770.0,2014,8,8
159,2,1,0,0,4,1,8530.0,2014,2,18
981,2,1,0,0,4,3,2620.0,2015,6,30
706,2,0,0,0,4,1,7830.0,2013,10,15
872,4,1,0,0,1,3,3860.0,2013,2,21
770,1,1,0,0,1,3,100.0,2013,2,18
335,7,0,0,0,2,1,90.0,2014,4,6
374,5,1,0,0,1,1,1150.0,2013,8,16
680,6,0,0,0,3,1,170.0,2013,6,8
755,3,0,0,1,4,3,13130.0,2015,7,22
27,2,1,0,0,1,1,60.0,2014,4,1
309,6,0,0,0,4,1,8740.0,2015,1,3
754,4,0,0,1,3,3,380.0,2015,4,9
453,4,1,0,0,1,3,75860.0,2015,3,5
160,3,1,0,0,4,3,17110.0,2014,11,12
687,1,0,0,0,4,3,2770.0,2013,1,14
304,5,1,0,0,1,1,1950.0,2013,6,21
484,4,1,0,0,1,3,14300.0,2015,2,19
732,5,1,0,0,1,3,35280.0,2014,2,21
17,1,1,0,0,1,1,50.0,2013,8,26
672,2,1,0,0,3,1,240.0,2014,4,1
639,6,0,0,0,1,1,7780.0,2014,8,9
928,1,1,0,0,4,3,1090.0,2015,2,16
116,2,1,0,1,1,1,680.0,2013,7,2
326,1,0,0,0,4,1,10070.0,2014,7,7
327,6,0,0,0,3,3,1390.0,2013,2,9
1057,2,1,0,1,4,3,3230.0,2014,7,15
326,4,0,0,0,4,1,10070.0,2013,10,31
648,2,1,0,1,4,1,2130.0,2013,3,26
687,6,0,0,0,4,3,2770.0,2013,9,28
19,4,1,0,0,1,3,3240.0,2013,11,7
858,5,1,0,0,1,1,3370.0,2014,2,21
394,6,0,0,0,4,1,10850.0,2015,5,16
666,2,1,0,0,3,3,2700.0,2013,6,18
571,2,1,0,0,4,1,2110.0,2015,4,14
508,1,1,0,0,1,3,1280.0,2014,2,3
489,3,1,0,0,1,1,14960.0,2014,7,2
260,4,1,0,0,1,1,540.0,2015,1,8
767,2,1,0,1,1,3,13080.0,2015,4,14
186,3,0,0,0,1,1,290.0,2013,1,16
553,5,0,0,0,3,1,3040.0,2014,2,28
395,4,0,0,0,1,1,3620.0,2015,6,11
360,4,1,0,0,1,1,2040.0,2015,4,16
805,2,1,0,0,4,1,24770.0,2015,5,19
865,5,0,0,0,4,3,2640.0,2015,2,27
741,3,1,0,0,4,3,11900.0,2014,10,1
838,3,1,0,0,4,3,6890.0,2015,7,1
33,5,0,0,0,1,3,1320.0,2014,9,12
148,1,0,0,0,1,1,2090.0,2014,10,13
864,3,1,0,0,1,1,1020.0,2013,10,23
514,5,1,0,1,3,3,1200.0,2014,3,7
147,6,0,0,0,4,3,8540.0,2014,1,4
46,1,1,0,1,3,1,1200.0,2013,3,25
75,1,1,0,0,4,3,22440.0,2013,3,18
601,5,0,0,0,4,1,8220.0,2015,1,23
313,6,0,0,0,4,3,14160.0,2014,6,7
1069,2,1,0,0,1,3,18050.0,2013,12,3
240,4,1,0,0,1,1,1110.0,2014,6,5
502,6,0,0,0,1,1,220.0,2015,4,25
22,6,0,0,0,1,1,1040.0,2013,12,21
239,2,0,0,1,4,3,610.0,2013,8,20
796,6,0,0,0,1,3,7180.0,2014,10,25
35,1,0,0,1,4,3,7660.0,2013,8,5
672,1,0,0,0,3,1,240.0,2013,11,25
474,6,0,0,0,3,1,14810.0,2014,12,20
1059,1,0,0,0,3,1,3380.0,2014,5,12
503,1,0,0,0,4,3,13080.0,2013,2,11
329,5,0,0,1,1,1,1310.0,2014,7,11
916,5,1,0,0,1,1,90.0,2015,2,6
339,1,0,0,0,1,3,2280.0,2014,6,23
524,3,0,0,0,1,3,40860.0,2015,6,24
576,4,0,0,0,3,1,50.0,2013,3,14
167,5,0,0,0,1,1,140.0,2015,6,26
645,5,1,0,0,1,1,90.0,2015,1,16
458,1,1,0,0,3,1,3390.0,2014,2,3
931,1,1,0,0,1,3,1480.0,2014,12,15
621,2,0,0,0,1,1,30.0,2014,3,11
1039,2,1,0,1,1,3,70.0,2014,10,7
402,3,0,0,0,3,3,5830.0,2014,5,28
349,6,0,0,0,3,3,1490.0,2015,7,4
293,2,1,0,0,3,3,140.0,2014,7,1
758,3,1,0,0,1,3,19780.0,2013,1,23
813,3,1,0,0,1,1,1560.0,2015,1,7
959,1,0,0,0,1,3,1060.0,2013,10,14
183,2,0,0,0,1,1,9670.0,2013,9,17
528,4,1,0,1,1,3,20620.0,2013,3,28
1054,2,1,0,0,1,3,13190.0,2013,5,14
808,5,1,0,0,1,1,18620.0,2015,3,6
691,2,0,0,0,4,3,3030.0,2014,12,9
441,1,0,0,0,4,1,2530.0,2013,1,28
189,5,0,0,1,4,1,5760.0,2015,3,27
512,1,1,0,0,2,2,590.0,2014,4,28
259,4,1,0,0,2,2,210.0,2014,1,23
1104,5,0,0,0,4,1,260.0,2015,7,24
393,4,1,0,0,4,3,4820.0,2014,9,4
987,1,1,0,1,3,1,1690.0,2015,7,27
311,6,0,0,0,1,3,680.0,2013,4,6
389,2,0,0,0,1,3,6690.0,2013,1,15
527,6,0,0,0,4,3,5830.0,2013,6,1
545,3,0,0,0,1,3,5020.0,2015,2,25
399,4,1,0,0,1,1,5360.0,2015,1,29
280,5,1,0,0,4,3,18640.0,2014,4,4
605,4,1,0,0,4,1,10310.0,2014,10,23
532,2,1,0,0,1,3,1070.0,2014,9,2
660,4,1,0,0,1,1,1200.0,2015,6,18
163,6,0,0,0,1,1,1480.0,2014,7,5
50,3,1,0,0,4,1,6260.0,2013,2,6
490,2,0,0,1,1,1,660.0,2014,4,22
1038,5,0,0,1,4,1,17290.0,2013,2,15
318,6,0,0,0,4,3,32330.0,2013,8,24
816,1,0,0,0,3,3,460.0,2014,12,8
207,1,1,0,1,1,1,6870.0,2013,4,8
82,4,1,0,0,1,1,22390.0,2014,10,23
751,3,1,0,0,1,1,650.0,2014,5,21
550,2,0,0,1,4,3,50.0,2015,4,7
1067,5,1,0,0,4,3,12020.0,2015,3,20
517,5,0,0,1,1,3,22490.0,2014,10,31
8,3,0,0,0,1,1,7520.0,2014,8,27
989,6,0,0,0,1,1,1640.0,2014,3,29
611,1,0,0,0,1,1,8080.0,2014,6,23
532,2,1,0,0,1,3,1070.0,2015,1,27
