Store,DayOfWeek,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Day
83,6,0,0,0,1,1,2710.0,2014,12,13
500,6,0,0,0,4,3,10690.0,2015,4,4
1070,1,0,0,1,3,3,400.0,2013,8,5
1082,1,0,0,1,3,1,440.0,2013,12,23
411,2,1,0,0,4,3,8460.0,2013,8,27
926,5,1,0,0,4,3,5150.0,2013,2,8
1024,6,0,0,0,3,3,1990.0,2014,5,3
73,4,0,0,0,1,3,1650.0,2013,8,22
935,6,0,0,0,1,3,22350.0,2013,2,16
733,2,1,0,0,2,2,860.0,2013,11,19
77,2,1,0,1,4,3,1090.0,2014,8,19
729,1,1,0,0,3,3,8980.0,2014,5,19
33,6,0,0,0,1,3,1320.0,2013,10,26
1032,4,0,0,0,4,3,270.0,2013,12,12
319,2,0,0,1,1,3,570.0,2013,10,15
199,2,1,0,0,4,3,6360.0,2014,9,30
37,1,0,0,1,3,1,4230.0,2014,12,29
1037,1,1,0,0,1,3,150.0,2013,3,4
877,6,0,0,0,1,3,29190.0,2014,1,11
44,4,1,0,0,1,1,540.0,2013,12,19
110,2,0,0,0,1,3,46590.0,2013,9,3
694,6,0,0,0,1,3,460.0,2015,6,27
1072,4,0,0,1,1,3,5380.0,2014,10,16
156,4,1,0,0,1,1,2020.0,2014,12,18
431,6,0,0,0,4,3,4520.0,2014,6,7
773,1,0,0,0,1,1,200.0,2014,7,21
232,3,1,0,0,3,3,13570.0,2015,1,28
40,2,0,0,0,1,1,180.0,2015,6,23
580,2,1,0,0,1,3,170.0,2015,5,5
423,7,0,0,0,2,1,1270.0,2015,7,26
984,1,0,0,0,3,1,440.0,2013,11,25
290,6,0,0,0,1,1,4150.0,2014,3,29
1042,4,0,0,1,1,1,3440.0,2014,10,16
652,4,1,0,0,1,1,20390.0,2013,7,4
546,6,0,0,0,1,1,580.0,2014,3,22
929,4,0,0,1,1,3,4820.0,2014,1,2
182,3,0,0,0,4,3,1390.0,2013,2,13
131,2,1,0,0,3,1,920.0,2013,4,23
769,1,1,0,0,2,2,840.0,2015,2,16
940,6,0,0,0,4,3,6470.0,2014,3,8
1013,1,1,0,1,1,1,630.0,2014,7,28
40,4,1,0,0,1,1,180.0,2015,5,7
476,5,0,0,0,4,1,8300.0,2014,10,17
336,3,0,0,0,1,1,190.0,2013,1,30
390,5,0,0,0,1,3,1600.0,2013,11,1
39,5,0,0,0,1,1,260.0,2014,2,28
710,5,1,0,0,4,1,1500.0,2013,4,26
968,1,1,0,1,3,1,1190.0,2014,10,20
1090,5,0,0,0,1,1,330.0,2013,9,6
574,3,0,0,1,4,1,4400.0,2014,4,23
303,5,0,0,0,1,1,15430.0,2013,10,18
438,5,1,0,0,4,3,1110.0,2013,9,27
885,4,1,0,0,1,1,480.0,2013,11,21
226,5,0,0,0,1,1,450.0,2015,5,29
45,3,1,0,1,4,1,9710.0,2013,7,17
612,6,0,0,0,4,3,2490.0,2014,3,22
87,1,1,0,0,1,1,560.0,2013,12,16
511,3,1,0,1,1,1,2060.0,2014,8,6
955,2,0,0,0,4,3,1690.0,2014,2,25
622,6,0,0,0,1,3,75860.0,2015,7,11
1038,4,1,0,0,4,1,17290.0,2015,7,2
55,2,1,0,0,1,1,720.0,2013,11,19
882,4,1,0,0,1,1,30.0,2013,3,21
862,5,0,0,0,1,3,2840.0,2014,3,14
1111,1,1,0,0,1,1,1900.0,2013,6,17
399,6,0,0,0,1,1,5360.0,2014,4,5
693,2,0,0,0,4,1,450.0,2015,5,26
617,2,1,0,0,1,3,8940.0,2014,4,1
857,4,0,0,0,3,1,6270.0,2013,10,31
732,2,1,0,1,1,3,35280.0,2015,1,6
1033,5,0,0,1,1,1,7680.0,2015,4,10
338,6,0,0,0,1,3,1590.0,2014,11,1
160,5,1,0,0,4,3,17110.0,2014,3,7
259,5,0,0,0,2,2,210.0,2013,8,23
720,6,0,0,0,1,3,15320.0,2014,12,13
819,6,0,0,0,1,3,720.0,2013,4,20
102,1,0,0,0,1,1,150.0,2015,4,20
620,2,0,0,0,4,3,5440.0,2015,2,24
499,1,0,0,0,3,3,450.0,2014,9,22
1040,2,0,0,0,1,1,4030.0,2015,3,10
556,1,1,0,0,4,3,1140.0,2014,11,24
161,3,0,0,0,1,3,2970.0,2015,5,27
173,2,1,0,0,1,1,350.0,2014,11,4
200,2,0,0,0,1,1,1650.0,2015,3,10
558,6,0,0,0,1,1,3000.0,2013,7,20
876,6,0,0,0,1,1,21790.0,2014,7,19
1111,4,0,0,0,1,1,1900.0,2013,12,12
279,3,1,0,0,4,3,2320.0,2014,2,19
922,3,1,0,0,4,1,2110.0,2015,2,18
356,2,0,0,0,4,3,8970.0,2013,6,25
659,6,0,0,0,4,1,1590.0,2015,1,24
1048,1,0,0,0,4,3,1860.0,2014,9,8
1103,2,1,0,0,4,3,1340.0,2014,2,4
709,6,0,0,0,1,1,500.0,2014,12,27
839,1,0,0,1,3,1,240.0,2015,7,20
439,5,1,0,0,1,1,1350.0,2015,1,30
349,3,1,0,1,3,3,1490.0,2013,7,31
202,4,0,0,0,4,3,5140.0,2014,12,11
835,3,1,0,0,1,1,2890.0,2013,2,20
4,3,1,0,0,3,3,620.0,2015,6,3
311,4,0,0,0,1,3,680.0,2014,6,26
298,2,1,0,1,4,1,19840.0,2013,3,26
724,3,1,0,0,4,3,5900.0,2014,2,19
489,3,0,0,0,1,1,14960.0,2014,9,24
811,6,0,0,0,1,1,410.0,2015,4,4
209,3,1,0,1,1,3,11680.0,2013,7,17
589,1,1,0,0,1,3,360.0,2013,6,17
840,2,1,0,0,1,1,1070.0,2013,5,14
905,4,1,0,0,1,1,90.0,2014,5,8
382,1,0,0,0,3,3,26130.0,2013,3,11
968,2,0,0,0,3,1,1190.0,2014,9,23
1018,3,0,0,0,3,3,140.0,2014,2,26
383,6,0,0,0,1,3,350.0,2013,11,2
137,6,0,0,0,1,1,1730.0,2014,4,19
799,6,0,0,0,1,3,2700.0,2013,12,21
387,1,1,0,0,3,1,210.0,2015,2,2
921,5,0,0,1,1,1,840.0,2013,5,10
591,3,0,0,1,1,3,3340.0,2015,5,27
850,4,1,0,0,4,1,1120.0,2015,6,18
286,6,0,0,0,1,1,1460.0,2014,9,6
927,2,0,0,0,1,1,480.0,2014,2,11
972,2,0,0,0,1,1,14960.0,2014,1,28
1095,2,1,0,1,1,1,690.0,2015,2,3
557,2,1,0,0,1,1,250.0,2014,9,16
197,4,0,0,0,3,1,4210.0,2013,11,28
566,2,0,0,0,1,1,3620.0,2013,8,6
1010,5,0,0,1,4,3,4610.0,2013,5,10
101,2,0,0,1,4,3,2440.0,2013,10,15
292,4,1,0,0,1,1,1100.0,2014,11,6
206,2,0,0,0,1,3,380.0,2014,12,9
309,5,0,0,0,4,1,8740.0,2013,10,4
240,4,1,0,1,1,1,1110.0,2015,2,5
925,4,1,0,0,3,1,470.0,2013,11,21
837,2,1,0,0,1,3,14600.0,2015,6,30
345,6,0,0,0,1,1,120.0,2013,2,23
788,5,0,0,1,1,3,1530.0,2014,7,25
622,2,1,0,0,1,3,75860.0,2014,11,4
266,4,0,0,0,1,3,360.0,2014,4,10
501,3,0,0,0,1,3,1620.0,2014,1,29
454,6,0,0,0,1,1,26450.0,2013,5,11
709,1,0,0,0,1,1,500.0,2015,3,23
695,6,0,0,0,1,1,550.0,2014,9,13
590,1,1,0,0,4,3,4520.0,2013,10,7
566,5,0,0,1,1,1,3620.0,2014,1,3
855,5,1,0,0,1,1,3440.0,2013,4,12
66,2,1,0,0,4,1,7660.0,2013,11,5
913,5,0,0,0,1,1,280.0,2014,11,21
159,1,1,0,0,4,1,8530.0,2014,1,20
980,2,1,0,0,1,1,4420.0,2015,3,3
945,1,1,0,0,1,3,12480.0,2013,3,18
127,2,1,0,1,4,1,1350.0,2015,2,17
444,2,0,0,1,3,1,1700.0,2013,10,29
868,6,0,0,0,4,3,1360.0,2014,2,15
1008,2,1,0,0,1,3,30.0,2014,9,30
718,2,0,0,0,1,1,1100.0,2013,5,7
314,4,1,0,0,1,1,3560.0,2014,11,6
217,3,1,0,1,3,1,3150.0,2014,7,30
771,1,1,0,0,1,1,20640.0,2015,1,12
231,6,0,0,0,4,3,3840.0,2013,5,4
447,6,0,0,0,1,3,1510.0,2015,4,18
769,5,1,0,1,2,2,840.0,2013,10,25
184,6,0,0,0,4,3,3560.0,2013,8,3
724,6,0,0,0,4,3,5900.0,2014,9,27
920,3,1,0,0,1,1,850.0,2013,1,9
293,2,1,0,1,3,3,140.0,2013,7,16
553,1,1,0,0,3,1,3040.0,2015,1,12
1060,6,0,0,0,1,3,3430.0,2014,4,12
760,2,0,0,0,1,1,560.0,2014,4,8
861,2,0,0,0,3,3,740.0,2014,5,27
332,2,0,0,0,1,1,1840.0,2015,1,20
406,6,0,0,0,4,3,8240.0,2013,9,21
3,1,1,0,0,1,1,14130.0,2015,1,26
975,3,1,0,0,1,3,9630.0,2013,2,6
626,5,1,0,0,3,3,10740.0,2013,4,26
924,1,1,0,0,1,1,6420.0,2014,11,24
1093,1,0,0,0,3,3,10450.0,2014,11,17
1081,7,0,0,0,2,1,400.0,2015,2,22
289,6,0,0,0,4,1,6540.0,2014,10,18
826,1,0,0,0,1,3,7980.0,2015,4,20
180,3,0,0,0,4,1,5800.0,2015,1,21
43,5,0,0,1,4,1,4880.0,2014,1,3
170,1,0,0,1,1,1,1070.0,2014,7,7
553,2,0,0,0,3,1,3040.0,2014,5,13
978,3,1,0,1,3,3,3890.0,2015,7,15
324,5,1,0,0,1,1,13140.0,2014,5,23
886,3,1,0,0,1,3,12430.0,2013,6,5
965,5,0,0,0,1,3,110.0,2015,7,10
201,1,0,0,0,4,1,20260.0,2014,3,10
884,3,1,0,0,4,3,7550.0,2013,2,6
716,1,1,0,1,4,1,3200.0,2013,5,27
640,2,0,0,0,4,3,8040.0,2015,6,23
382,2,0,0,0,3,3,26130.0,2015,6,23
43,5,0,0,0,4,1,4880.0,2013,5,24
25,6,0,0,0,3,1,430.0,2013,10,19
1049,6,0,0,0,1,1,370.0,2013,6,8
859,4,0,0,1,3,1,21770.0,2014,4,24
256,3,0,0,0,1,3,80.0,2015,2,25
179,5,0,0,0,1,3,480.0,2015,2,13
278,6,0,0,0,1,3,9260.0,2014,2,8
657,1,0,0,0,3,3,80.0,2013,2,25
71,2,1,0,0,1,1,17500.0,2014,3,18
871,2,1,0,0,4,3,10620.0,2014,3,18
49,3,1,0,0,4,3,18010.0,2014,11,12
417,6,0,0,0,1,3,840.0,2015,5,2
1081,1,1,0,0,2,1,400.0,2014,3,31
602,1,1,0,1,1,1,2710.0,2013,7,15
1097,5,0,0,1,2,2,720.0,2013,10,18
512,7,0,0,0,2,2,590.0,2014,3,23
38,6,0,0,0,4,1,1090.0,2015,6,20
783,2,0,0,0,4,3,15490.0,2013,9,17
960,5,0,0,0,4,1,8990.0,2013,3,15
956,5,0,0,0,1,1,2330.0,2014,8,29
715,4,0,0,0,1,1,14810.0,2013,12,12
29,3,0,0,0,4,3,2170.0,2014,3,12
372,6,0,0,0,4,3,4880.0,2015,3,21
302,2,1,0,0,4,3,2190.0,2014,3,4
615,5,0,0,0,4,1,730.0,2015,6,12
737,1,0,0,0,1,1,100.0,2014,3,10
719,5,1,0,0,3,3,8190.0,2014,5,23
285,1,1,0,0,1,1,2410.0,2014,11,24
404,5,1,0,0,1,3,1420.0,2014,2,7
401,1,1,0,0,1,3,9200.0,2014,9,15
999,5,1,0,0,4,3,15140.0,2014,5,2
838,2,0,0,1,4,3,6890.0,2014,12,30
392,6,0,0,0,1,1,2120.0,2013,10,19
265,5,1,0,0,1,1,4580.0,2014,6,20
36,2,1,0,0,1,3,540.0,2014,1,7
46,3,0,0,0,3,1,1200.0,2013,1,16
1086,3,0,0,1,1,1,180.0,2014,10,29
738,5,0,0,0,4,3,5980.0,2013,3,1
77,3,1,0,0,4,3,1090.0,2013,9,25
66,6,0,0,0,4,1,7660.0,2014,3,22
102,1,1,0,0,1,1,150.0,2013,3,18
295,5,1,0,0,1,1,210.0,2014,1,24
739,5,0,0,0,4,3,2770.0,2015,7,24
598,6,0,0,0,3,1,550.0,2014,3,8
725,5,1,0,0,4,3,17540.0,2014,10,10
1105,4,1,0,1,3,3,330.0,2014,8,7
7,1,0,0,1,1,3,24000.0,2014,7,21
227,4,1,0,0,1,1,2370.0,2013,6,20
616,6,0,0,0,1,3,3040.0,2015,2,7
931,3,1,0,0,1,3,1480.0,2014,3,19
1000,3,0,0,1,1,3,2230.0,2013,1,2
366,5,0,0,0,4,3,6470.0,2014,5,16
498,3,0,0,0,1,1,990.0,2013,2,27
43,1,0,0,0,4,1,4880.0,2013,11,11
759,1,0,0,0,1,1,110.0,2015,1,19
194,3,0,0,0,4,3,16970.0,2013,11,27
434,4,1,0,1,1,1,13020.0,2013,8,29
30,6,0,0,0,1,1,40.0,2013,12,7
947,6,0,0,0,1,1,460.0,2015,6,13
910,5,1,0,0,4,3,12480.0,2013,11,8
622,1,1,0,0,1,3,75860.0,2014,9,15
1024,2,1,0,0,3,3,1990.0,2015,6,2
372,1,1,0,0,4,3,4880.0,2014,11,3
535,3,0,0,0,1,1,3570.0,2014,3,12
975,4,0,0,0,1,3,9630.0,2013,9,5
701,2,0,0,0,4,1,1450.0,2015,5,12
16,4,1,0,0,1,3,3270.0,2014,3,6
1039,2,1,0,1,1,3,70.0,2015,3,31
303,2,1,0,1,1,1,15430.0,2013,10,22
1113,2,1,0,0,1,3,9260.0,2015,1,27
249,1,0,0,0,4,3,18010.0,2014,9,8
266,4,0,0,1,1,3,360.0,2014,10,30
476,4,0,0,0,4,1,8300.0,2013,5,23
181,6,0,0,0,1,1,12610.0,2015,2,21
600,1,1,0,0,4,3,17340.0,2014,9,15
1106,3,0,0,0,1,3,5330.0,2013,6,12
590,5,0,0,0,4,3,4520.0,2014,3,14
685,4,1,0,0,1,1,650.0,2015,1,15
563,5,0,0,0,1,1,700.0,2013,10,4
47,1,1,0,0,1,3,270.0,2013,6,17
26,4,1,0,0,4,1,2300.0,2015,5,7
237,5,0,0,0,1,1,1420.0,2014,4,11
237,6,0,0,0,1,1,1420.0,2015,6,27
467,3,0,0,0,1,3,20390.0,2014,2,12
322,2,0,0,0,1,1,17500.0,2015,5,12
360,6,0,0,0,1,1,2040.0,2014,4,5
221,5,1,0,0,4,3,13530.0,2014,2,7
319,1,1,0,0,1,3,570.0,2013,4,29
1017,1,1,0,0,3,1,110.0,2013,4,22
146,2,0,0,0,4,3,8050.0,2014,8,26
299,2,1,0,0,4,3,38630.0,2013,8,13
480,1,1,0,0,1,1,300.0,2014,3,3
1065,3,1,0,1,1,1,1290.0,2014,3,5
333,5,0,0,0,1,3,3720.0,2013,9,20
1094,2,1,0,0,4,1,2380.0,2013,2,19
946,3,1,0,1,1,1,2220.0,2013,7,17
133,5,1,0,0,1,1,270.0,2014,5,9
468,5,1,0,0,3,3,5260.0,2013,2,22
318,2,0,0,0,4,3,32330.0,2013,4,16
1081,1,0,0,0,2,1,400.0,2015,3,23
1003,5,1,0,0,1,1,170.0,2013,11,8
368,4,0,0,0,4,3,1450.0,2015,1,22
217,6,0,0,0,3,1,3150.0,2015,4,4
656,6,0,0,0,4,1,410.0,2014,12,13
387,2,1,0,0,3,1,210.0,2015,6,16
898,3,0,0,0,1,1,18540.0,2014,5,14
105,3,0,0,1,1,3,6190.0,2013,9,4
978,2,0,0,0,3,3,3890.0,2014,9,23
676,4,0,0,0,2,2,1410.0,2013,6,27
212,1,0,0,0,1,3,15050.0,2015,4,20
45,3,1,0,0,4,1,9710.0,2014,12,3
363,5,1,0,1,1,1,250.0,2013,2,8
996,6,0,0,0,3,1,2870.0,2013,6,8
103,4,1,0,1,4,3,5210.0,2014,8,21
304,2,1,0,0,1,1,1950.0,2014,6,17
228,4,0,0,0,4,3,10800.0,2015,6,11
1083,4,0,0,0,4,3,11540.0,2014,2,13
891,3,0,0,0,1,3,350.0,2015,2,11
307,4,1,0,0,1,1,18660.0,2014,12,4
201,6,0,0,0,4,1,20260.0,2014,3,29
730,5,0,0,1,3,1,1190.0,2014,10,31
495,1,1,0,1,4,1,5470.0,2013,7,29
941,6,0,0,0,1,1,1200.0,2014,3,29
407,6,0,0,0,1,1,5890.0,2015,6,6
157,6,0,0,0,1,3,2950.0,2015,6,13
805,2,1,0,0,4,1,24770.0,2014,1,7
932,3,0,0,1,1,1,15700.0,2014,6,11
400,4,0,0,0,1,1,70.0,2013,1,31
1024,1,1,0,0,3,3,1990.0,2014,11,3
95,5,1,0,1,1,1,1890.0,2015,2,20
1061,2,1,0,0,4,3,8110.0,2015,4,28
752,6,0,0,0,1,1,970.0,2015,5,30
334,5,0,0,0,4,3,4040.0,2013,3,15
942,4,0,0,0,4,3,6860.0,2013,12,12
585,5,0,0,1,4,3,440.0,2015,1,2
36,5,1,0,0,1,3,540.0,2013,2,22
440,1,0,0,0,4,1,3900.0,2014,5,26
1034,2,0,0,0,1,1,13750.0,2014,3,11
518,6,0,0,0,4,3,3330.0,2013,3,16
1105,6,0,0,0,3,3,330.0,2015,1,10
556,2,0,0,0,4,3,1140.0,2014,5,13
414,2,1,0,0,4,3,6210.0,2013,1,22
899,6,0,0,0,4,1,2590.0,2015,4,18
468,2,0,0,0,3,3,5260.0,2014,5,13
16,5,0,0,0,1,3,3270.0,2015,6,12
1055,3,0,0,1,3,1,1980.0,2014,4,23
130,5,0,0,0,3,1,900.0,2013,5,10
686,1,0,0,0,1,1,20050.0,2014,6,23
571,6,0,0,0,4,1,2110.0,2014,4,5
893,2,0,0,0,1,1,130.0,2013,6,25
776,1,1,0,0,3,1,700.0,2013,11,4
304,2,1,0,0,1,1,1950.0,2015,1,27
338,2,1,0,0,1,3,1590.0,2013,1,22
254,4,1,0,0,4,1,330.0,2015,7,2
544,6,0,0,0,1,1,250.0,2014,11,29
1046,4,0,0,0,4,3,29070.0,2014,10,16
665,5,0,0,0,1,1,90.0,2014,6,13
615,5,1,0,0,4,1,730.0,2014,10,10
444,5,1,0,1,3,1,1700.0,2014,8,22
110,5,1,0,0,1,3,46590.0,2014,2,7
1033,1,1,0,0,1,1,7680.0,2015,4,13
44,5,0,0,0,1,1,540.0,2015,4,24
179,1,0,0,0,1,3,480.0,2014,3,24
274,3,0,0,0,2,2,3640.0,2014,7,23
467,6,0,0,0,1,3,20390.0,2014,11,15
828,5,0,0,1,4,3,3290.0,2014,8,15
75,1,1,0,0,4,3,22440.0,2015,2,16
352,4,1,0,1,4,3,6360.0,2014,8,21
556,5,1,0,0,4,3,1140.0,2015,2,20
368,3,1,0,0,4,3,1450.0,2014,2,5
838,2,0,0,0,4,3,6890.0,2013,3,12
196,5,0,0,0,3,1,3850.0,2014,9,26
193,1,1,0,0,1,1,520.0,2014,4,28
314,4,0,0,0,1,1,3560.0,2014,8,28
823,5,0,0,0,1,3,16210.0,2013,9,6
236,3,1,0,0,1,1,1000.0,2013,3,20
596,5,1,0,1,3,1,290.0,2014,7,18
113,1,0,0,0,4,3,20930.0,2015,3,23
475,3,1,0,0,1,1,140.0,2013,6,5
779,5,0,0,0,1,1,16990.0,2015,1,23
60,5,1,0,0,4,3,5540.0,2014,11,28
200,5,1,0,0,1,1,1650.0,2015,2,20
572,3,1,0,0,4,3,9230.0,2013,1,9
325,1,0,0,0,1,3,350.0,2015,2,23
625,3,1,0,0,1,1,1170.0,2015,3,4
981,2,1,0,0,4,3,2620.0,2014,9,16
16,2,0,0,0,1,3,3270.0,2013,2,12
724,1,1,0,1,4,3,5900.0,2013,3,25
91,1,0,0,1,3,1,2410.0,2014,12,22
723,3,0,0,1,4,3,5650.0,2013,7,24
301,6,0,0,0,1,3,4510.0,2013,3,2
817,4,0,0,1,1,1,140.0,2014,1,2
390,3,1,0,0,1,3,1600.0,2013,8,28
939,2,1,0,0,4,1,1340.0,2013,3,5
118,6,0,0,0,4,3,3580.0,2014,12,6
492,1,1,0,0,1,1,1740.0,2013,11,4
924,2,0,0,1,1,1,6420.0,2015,7,21
322,6,0,0,0,1,1,17500.0,2014,10,11
383,6,0,0,0,1,3,350.0,2013,4,6
648,2,0,0,0,4,1,2130.0,2015,6,9
389,2,1,0,0,1,3,6690.0,2015,4,14
961,5,0,0,0,4,3,9430.0,2014,6,13
376,2,1,0,0,1,1,160.0,2015,6,30
417,4,1,0,0,1,3,840.0,2015,2,19
663,4,0,0,1,1,3,7860.0,2015,5,28
958,2,0,0,0,1,1,440.0,2013,11,12
253,3,1,0,1,1,3,250.0,2014,4,16
325,3,1,0,0,1,3,350.0,2014,5,21
462,2,1,0,0,1,1,44320.0,2014,11,4
1040,6,0,0,0,1,1,4030.0,2013,9,14
684,4,0,0,0,4,3,680.0,2013,11,28
536,1,0,0,1,1,3,4700.0,2013,12,23
1010,3,0,0,1,4,3,4610.0,2014,10,15
116,3,0,0,0,1,1,680.0,2015,3,11
975,3,0,0,1,1,3,9630.0,2014,8,13
508,5,0,0,0,1,3,1280.0,2013,3,15
629,6,0,0,0,4,1,510.0,2013,8,17
1045,7,0,0,0,1,3,26990.0,2014,4,13
45,2,1,0,0,4,1,9710.0,2013,9,10
201,5,0,0,0,4,1,20260.0,2015,5,29
706,4,1,0,0,4,1,7830.0,2013,3,7
360,1,1,0,0,1,1,2040.0,2015,1,26
118,4,1,0,0,4,3,3580.0,2013,1,10
884,1,1,0,0,4,3,7550.0,2015,3,16
825,3,1,0,0,1,1,380.0,2015,1,14
675,6,0,0,0,1,1,2100.0,2013,1,26
755,1,0,0,0,4,3,13130.0,2013,5,6
341,3,1,0,0,1,1,190.0,2013,12,4
86,6,0,0,0,1,1,480.0,2013,4,13
913,5,0,0,1,1,1,280.0,2013,10,18
41,6,0,0,0,4,3,1180.0,2015,4,25
195,1,1,0,0,1,3,220.0,2014,3,31
188,5,1,0,1,4,1,850.0,2014,10,24
501,3,1,0,1,1,3,1620.0,2015,2,18
225,2,1,0,1,4,1,10180.0,2015,5,19
917,1,1,0,0,1,1,7240.0,2015,2,2
318,3,0,0,1,4,3,32330.0,2013,7,24
809,2,1,0,1,1,1,12770.0,2015,7,14
180,6,0,0,0,4,1,5800.0,2014,1,18
452,1,1,0,0,1,3,1850.0,2014,11,24
1113,3,0,0,1,1,3,9260.0,2015,4,8
664,2,0,0,0,4,3,1680.0,2013,2,26
32,1,1,0,1,1,1,2910.0,2014,4,14
531,2,1,0,1,1,3,4030.0,2014,7,15
884,3,1,0,1,4,3,7550.0,2014,6,18
503,1,1,0,0,4,3,13080.0,2013,12,2
386,1,0,0,0,4,3,1460.0,2013,12,9
926,3,1,0,0,4,3,5150.0,2013,2,20
855,3,0,0,0,1,1,3440.0,2013,1,16
631,2,1,0,1,4,3,2870.0,2013,10,8
301,5,1,0,0,1,3,4510.0,2013,8,16
1003,1,0,0,0,1,1,170.0,2014,10,27
793,5,0,0,0,4,1,2710.0,2015,6,12
764,5,1,0,0,1,3,26490.0,2015,6,5
893,1,0,0,0,1,1,130.0,2013,2,25
506,2,1,0,1,1,1,1850.0,2015,6,30
1102,2,0,0,1,1,1,850.0,2013,8,20
885,4,0,0,0,1,1,480.0,2013,6,27
215,6,0,0,0,4,1,150.0,2014,3,1
